PubId,visit_date,Unique_Visitors,Visits,New_Visits,Avg_Duration,Pages_Visits,Bounce_Rate,Seller_Clicks,Searches
356905,20140108,789,808,657,0:02:32,1.67,53.71%,211,39
358054,20131226,789,821,404,0:03:29,2.1,34.96%,105,34
356887,20131213,786,811,595,0:02:34,1.99,47.97%,255,44
358054,20140105,786,818,375,0:02:51,1.9,33.25%,93,51
356887,20140107,784,811,625,0:01:27,1.91,50.80%,218,59
356889,20140113,784,811,617,0:02:14,2.2,46.86%,211,61
356905,20131229,784,803,652,0:02:22,1.59,58.90%,159,51
356905,20140105,784,791,666,0:01:40,1.91,53.22%,171,34
29,20131230,779,928,171,0:09:43,3.99,34.59%,292,115
358054,20131211,779,823,375,0:04:14,2.26,34.26%,120,47
356889,20140109,777,811,625,0:03:15,2.17,39.83%,277,47
356887,20131211,774,784,610,0:02:14,2.11,42.86%,247,83
356905,20131205,774,779,669,0:01:36,1.71,55.33%,211,37
29,20140114,772,872,176,0:11:14,4.33,30.05%,331,108
356887,20131225,772,801,652,0:02:29,1.85,42.82%,274,59
356890,20131214,772,786,634,0:02:16,2.17,42.11%,265,44
356891,20131207,772,811,620,0:02:13,2.66,39.83%,299,49
356891,20131217,772,818,612,0:02:06,2.47,36.80%,336,66
356894,20140107,772,781,595,0:01:27,1.8,45.45%,262,42
356905,20131231,772,794,659,0:02:18,1.9,57.68%,157,64
358054,20131202,772,799,419,0:03:07,1.93,34.04%,120,49
358054,20140113,772,784,380,0:02:09,1.97,37.76%,73,42
356887,20140110,769,796,630,0:03:06,1.96,51.13%,228,69
356905,20140103,769,789,652,0:00:51,1.44,61.72%,145,49
358054,20131208,769,791,382,0:02:45,1.85,39.95%,86,24
356890,20131212,767,796,622,0:01:58,1.86,38.44%,282,64
356891,20131215,767,799,610,0:04:04,2.68,36.80%,274,69
356894,20131221,759,769,615,0:02:12,2.35,41.35%,255,37
356894,20140113,757,769,612,0:02:05,1.73,45.51%,250,34
356891,20131226,754,774,612,0:01:54,2.06,43.67%,282,66
356890,20131229,752,762,600,0:02:04,2.3,39.50%,252,44
29,20140115,750,862,179,0:13:03,4.21,31.79%,292,100
356887,20131222,750,781,573,0:04:14,1.92,50.83%,213,51
356890,20140104,750,764,603,0:01:57,2.15,41.36%,228,44
358054,20140109,750,777,389,0:03:50,2.08,38.48%,132,22
356891,20131206,747,769,617,0:01:45,2.82,41.74%,255,59
357032,20131205,747,801,282,0:04:53,4.61,36.08%,179,125
29,20140109,745,843,147,0:11:23,3.54,29.66%,321,115
356887,20131221,745,767,612,0:01:58,1.97,43.81%,255,49
356887,20140101,745,767,608,0:02:59,1.9,45.37%,220,51
356894,20131223,745,759,600,0:01:26,1.96,45.19%,235,24
29,20131221,742,843,157,0:11:11,4.32,30.49%,292,120
356894,20131231,742,754,588,0:02:13,1.82,41.64%,289,42
356894,20140106,742,764,568,0:02:30,2.05,39.14%,274,49
356905,20131221,742,759,610,0:02:11,1.69,55.86%,186,51
356905,20131228,742,784,649,0:01:40,1.67,54.72%,167,44
29,20140112,740,806,164,0:15:21,4.25,32.88%,238,115
356905,20131219,740,764,620,0:01:14,1.64,56.41%,184,44
358054,20140108,740,764,338,0:03:18,2.37,35.86%,108,47
358054,20140114,740,769,372,0:03:26,1.92,34.98%,81,54
29,20140110,737,816,132,0:13:10,4.5,30.27%,289,105
357032,20131218,737,781,358,0:04:32,3.23,32.91%,208,86
358054,20140104,737,762,377,0:03:55,1.84,35.70%,110,29
29,20131225,735,833,137,0:13:29,4.34,29.41%,306,91
358054,20131212,735,764,380,0:03:42,2.15,37.57%,110,22
358054,20131227,732,779,409,0:04:39,2.03,41.46%,96,22
358054,20140103,732,759,387,0:03:57,2.02,34.26%,93,44
29,20140107,730,845,140,0:10:48,3.94,33.02%,296,98
354282,20140107,730,799,294,0:05:06,3.86,20.53%,370,71
358054,20131214,730,754,355,0:02:58,2.14,39.26%,91,29
356905,20140113,728,745,610,0:02:16,1.71,61.88%,145,39
354282,20140114,725,750,267,0:04:21,3.15,22.80%,301,44
356891,20131203,725,740,573,0:02:10,2.61,38.78%,269,51
356905,20131227,725,747,608,0:01:23,1.58,55.15%,196,42
29,20131223,723,777,152,0:11:36,4.23,34.11%,243,105
356887,20140113,723,740,598,0:01:56,1.99,50.68%,184,44
356887,20140114,723,750,605,0:01:57,2.17,47.07%,223,51
356891,20131211,723,740,556,0:02:35,2.67,35.81%,260,47
356905,20131225,723,735,617,0:01:50,1.95,56.33%,164,44
358054,20131231,723,745,372,0:02:43,2.02,37.85%,113,29
29,20131220,720,806,152,0:07:02,3.87,27.67%,284,115
358114,20131206,720,725,659,0:00:42,1.34,79.72%,2,0
356905,20140106,718,725,630,0:01:29,1.96,56.41%,157,39
357293,20131215,718,737,588,0:03:46,3.44,38.94%,328,22
358054,20131229,718,747,389,0:05:15,2,36.41%,108,37
356891,20131229,713,757,554,0:01:43,2.4,41.74%,262,59
356894,20140111,710,732,568,0:02:25,1.91,40.16%,245,39
356905,20131220,710,730,610,0:01:02,1.47,55.34%,179,59
356905,20140111,710,728,630,0:01:21,1.76,61.95%,140,76
356905,20140114,710,723,608,0:01:01,1.66,61.00%,145,47
358054,20131205,710,735,360,0:02:39,1.93,37.28%,105,24
356889,20140110,708,745,573,0:02:29,2.19,47.65%,194,51
357032,20131204,708,762,238,0:04:14,4.12,38.32%,176,100
29,20131231,706,791,137,0:12:51,4,35.02%,247,93
356894,20131219,706,723,583,0:01:31,1.97,42.74%,243,64
358054,20131222,706,742,338,0:02:19,1.92,38.68%,91,20
358054,20131228,706,740,355,0:04:13,2.34,36.35%,110,29
356894,20131220,703,713,593,0:02:40,2.1,38.85%,267,42
356894,20140112,703,732,541,0:02:39,2.09,39.89%,267,39
358054,20131213,703,728,387,0:02:34,1.95,35.99%,96,17
356905,20131222,701,715,600,0:01:10,1.59,53.85%,194,42
354282,20131211,698,745,299,0:05:21,2.97,18.12%,367,78
356888,20131202,698,710,583,0:01:32,1.78,51.69%,191,39
356905,20140112,698,715,595,0:03:02,1.77,51.05%,179,39
356891,20131205,696,732,563,0:02:30,2.55,38.52%,277,61
357032,20131210,696,725,262,0:04:17,4.13,39.17%,189,115
356889,20140107,691,735,534,0:02:35,2.07,44.63%,245,44
356891,20140102,691,728,568,0:02:29,2.35,42.45%,260,56
29,20140111,688,762,142,0:06:19,3.76,29.53%,282,100
356887,20131220,688,715,571,0:01:45,1.74,48.67%,191,42
358054,20131223,688,718,296,0:02:33,1.67,43.31%,59,24
356890,20140102,686,703,544,0:02:04,2.11,38.98%,245,51
358054,20131219,686,713,338,0:02:48,1.83,38.15%,73,34
356890,20131216,683,696,566,0:02:52,1.84,40.80%,245,34
356894,20140115,683,701,546,0:02:09,1.95,42.94%,233,34
356890,20131213,681,708,529,0:01:42,1.79,41.24%,211,37
356890,20140101,679,713,532,0:01:51,2.03,39.55%,223,54
356894,20140114,679,701,519,0:02:21,1.99,43.65%,233,42
356905,20140115,679,693,585,0:01:48,1.82,53.39%,174,54
357032,20131211,679,720,282,0:04:47,4.66,30.00%,213,113
357293,20131214,676,701,529,0:02:21,2.69,48.22%,257,22
29,20140113,674,762,127,0:07:33,3.2,32.81%,243,100
356890,20131228,674,701,546,0:01:48,2.06,38.37%,233,39
29,20140108,671,764,186,0:06:26,3.64,32.33%,265,93
356905,20140110,671,681,563,0:01:27,1.72,57.12%,147,47
356887,20131231,666,698,527,0:04:32,2.13,46.99%,213,66
358054,20131210,666,691,321,0:02:54,1.89,32.56%,98,20
356889,20140108,664,696,492,0:01:58,2.5,46.12%,164,49
356891,20131213,664,676,527,0:02:21,2.76,38.02%,262,61
358054,20140115,664,679,304,0:04:24,2.35,33.87%,91,66
356887,20140109,659,666,539,0:01:49,2.08,51.80%,184,39
357032,20131209,657,718,267,0:04:47,4.06,33.43%,206,159
358054,20131206,657,669,341,0:03:38,2.19,35.58%,93,24
356890,20131217,654,683,524,0:01:47,2.1,42.31%,220,47
356894,20131225,654,671,524,0:02:20,1.76,41.58%,233,27
358054,20131207,654,679,316,0:02:42,2.07,36.38%,105,22
356888,20131206,652,676,524,0:01:50,1.93,44.97%,198,39
356894,20131224,652,669,517,0:01:42,1.86,41.70%,255,47
354282,20140108,647,688,245,0:06:33,3.73,18.17%,333,34
356887,20131223,644,676,514,0:02:08,1.88,47.04%,196,51
356894,20140109,644,671,490,0:01:52,1.99,42.32%,201,37
356887,20140112,642,671,532,0:03:46,1.75,46.05%,201,42
356890,20131230,642,657,519,0:01:36,1.99,43.23%,208,29
358054,20140111,639,657,304,0:04:06,1.93,35.77%,118,42
356891,20140103,637,659,510,0:01:55,2.57,48.25%,213,47
357032,20131206,637,679,223,0:04:19,4.1,35.05%,174,115
356890,20140105,634,661,534,0:02:53,2.22,37.37%,228,37
356891,20140105,634,661,436,0:02:46,2.36,40.39%,243,54
357293,20131210,634,657,507,0:03:12,3.43,39.57%,274,37
356890,20140103,632,661,453,0:02:17,2.51,34.49%,201,34
356887,20140106,630,657,502,0:01:42,1.84,49.16%,179,34
356888,20131208,630,644,487,0:03:56,2.03,45.34%,189,49
357032,20131208,630,671,198,0:03:54,3.46,40.54%,147,108
356889,20131224,627,654,478,0:02:11,1.85,45.26%,220,34
356891,20131204,627,657,517,0:02:27,2.7,39.88%,233,66
356888,20131201,625,642,483,0:02:29,2.16,47.35%,198,37
356888,20131207,625,634,514,0:02:15,1.99,41.32%,223,37
356891,20131219,625,642,517,0:02:27,2.71,37.85%,245,56
356891,20131225,625,642,497,0:04:27,2.3,38.94%,250,49
358054,20140112,625,647,299,0:04:05,1.89,38.64%,86,24
356888,20131209,622,627,524,0:01:59,1.84,45.77%,174,42
356891,20131227,622,657,529,0:02:17,2.21,43.23%,218,39
357032,20131213,617,649,250,0:03:37,3.67,34.36%,196,61
357032,20131215,617,649,247,0:05:54,5.38,29.89%,196,113
356894,20140110,615,627,475,0:02:29,2.5,35.09%,230,39
356889,20131225,612,647,485,0:02:28,2.3,48.07%,186,34
358054,20131225,610,634,333,0:02:54,2.13,36.28%,73,29
356890,20131221,608,622,453,0:01:54,2.17,40.51%,191,34
357032,20131207,608,639,225,0:05:10,4.22,36.46%,189,122
358054,20131220,608,612,306,0:03:17,1.92,33.99%,88,22
356890,20131218,603,615,480,0:02:16,2.1,40.65%,203,37
358054,20140110,603,612,279,0:02:50,1.86,36.44%,86,37
358114,20131210,603,617,559,0:00:17,1.23,85.41%,0,0
29,20131224,598,669,130,0:08:13,3.79,30.34%,211,78
357032,20131217,595,608,206,0:03:50,3.92,38.32%,140,78
358114,20131207,595,600,541,0:00:16,1.3,83.33%,2,0
356891,20140104,593,622,483,0:02:07,2.3,38.59%,213,51
356887,20131219,588,603,507,0:02:57,2.02,46.77%,198,59
356891,20140106,588,630,446,0:01:22,2,45.56%,201,34
356887,20140108,585,595,500,0:01:39,1.91,49.41%,171,29
354282,20131210,583,627,262,0:08:38,3.47,21.05%,321,47
358114,20131209,583,588,544,0:00:30,1.25,85.03%,0,0
356887,20131224,581,600,463,0:02:01,1.84,51.50%,167,34
356888,20131225,581,593,492,0:01:42,1.79,42.50%,164,42
356888,20131218,573,578,478,0:03:07,1.92,49.13%,171,29
354282,20131231,571,605,233,0:04:30,3.72,20.17%,284,54
354282,20140115,571,588,225,0:05:08,3.24,23.81%,255,29
356890,20131226,571,581,416,0:02:07,2.26,37.18%,189,42
356891,20131221,571,598,492,0:02:19,2.12,39.30%,233,29
356888,20131204,568,578,456,0:02:54,1.9,50.52%,162,29
356891,20131230,566,600,446,0:03:16,2.35,38.33%,235,64
357032,20131216,559,581,228,0:04:09,3.79,32.87%,164,86
356888,20131212,556,578,424,0:02:32,2.33,50.52%,159,34
357293,20131211,556,568,451,0:03:32,2.91,38.38%,279,10
356888,20131226,554,578,483,0:02:17,2.1,45.85%,184,32
356891,20131228,554,566,424,0:02:14,2.6,36.75%,189,42
357293,20131216,554,576,416,0:03:52,3.03,43.40%,238,12
356888,20131215,551,573,441,0:02:29,1.91,41.88%,206,47
356891,20131223,551,566,441,0:02:31,2.94,41.52%,198,42
358114,20131213,551,568,502,0:00:20,1.22,85.04%,2,0
356890,20131219,544,556,456,0:02:33,2.12,35.25%,220,24
357293,20131212,544,556,431,0:03:11,2.66,41.01%,230,17
358054,20131221,541,559,304,0:04:02,2.26,38.64%,66,17
356888,20131210,539,546,431,0:02:29,2.3,40.29%,171,66
356888,20131227,539,556,416,0:02:08,2.05,48.92%,186,59
356891,20131222,539,556,451,0:02:14,2.36,41.01%,194,47
357293,20140101,536,556,404,0:02:25,2.59,45.86%,218,2
356888,20131216,534,551,436,0:02:56,2.13,39.56%,203,44
358054,20131224,534,554,287,0:02:28,1.74,36.28%,78,20
356890,20131220,532,559,431,0:02:21,2,42.93%,223,34
356890,20131227,529,544,407,0:01:57,2.01,40.44%,164,27
356891,20140101,529,541,380,0:02:24,2.39,41.59%,189,49
356890,20140107,527,544,412,0:02:23,1.98,40.07%,181,37
357293,20131217,527,529,397,0:02:43,2.37,49.53%,169,17
356891,20131220,524,541,451,0:01:42,2.72,40.30%,206,37
356890,20131222,514,534,382,0:02:02,2.06,41.20%,171,44
356890,20140106,514,532,429,0:01:56,1.77,39.66%,181,27
356890,20140115,514,529,414,0:02:19,2.23,39.89%,164,34
356902,20131210,512,512,451,0:01:53,1.94,48.24%,127,37
356891,20140107,510,529,370,0:01:55,2.39,39.32%,196,22
356888,20131211,507,524,416,0:01:49,1.93,49.62%,149,29
356888,20131228,502,519,419,0:02:39,2.04,42.97%,189,22
357032,20140104,500,532,171,0:04:04,4.08,35.53%,132,73
357293,20140104,497,510,341,0:02:49,3.02,33.53%,257,15
356888,20131205,490,495,426,0:01:23,1.83,49.09%,127,34
357032,20140102,490,524,145,0:03:36,3.43,37.02%,132,71
357032,20140103,490,512,211,0:04:22,3.76,35.94%,140,66
356888,20131214,487,505,394,0:05:31,1.97,44.16%,167,34
357032,20131214,487,517,179,0:03:43,3.84,35.59%,135,61
356890,20140111,485,507,392,0:02:36,2.11,38.66%,169,27
357032,20131226,485,517,167,0:03:52,3.51,33.08%,142,69
354282,20131220,483,507,189,0:05:45,3.92,21.30%,257,44
356888,20131229,483,485,394,0:02:25,2.08,45.98%,152,22
356888,20140104,483,502,375,0:02:18,1.97,45.82%,145,32
357032,20140105,483,517,132,0:02:56,3.27,39.26%,118,54
357032,20131229,480,500,142,0:03:38,3.71,42.60%,110,76
356890,20140112,478,490,372,0:06:29,2.46,37.55%,174,34
356888,20140102,475,483,407,0:01:48,1.59,43.69%,167,20
356902,20131209,475,492,399,0:01:29,1.91,58.33%,98,34
356888,20131221,473,480,372,0:01:44,1.78,45.83%,152,29
357032,20131219,473,505,132,0:03:33,3.44,37.43%,108,69
357293,20131213,473,483,355,0:03:39,3.62,42.03%,201,22
357032,20131220,470,492,159,0:03:16,3.01,41.87%,98,61
357032,20140107,470,510,181,0:04:08,3.77,38.43%,103,64
356888,20131230,468,492,380,0:02:08,1.84,44.31%,181,44
357032,20140106,468,505,176,0:03:12,3.23,36.44%,110,39
356888,20131203,465,480,377,0:03:12,1.9,49.58%,137,42
356888,20131222,465,483,377,0:02:03,1.83,46.58%,164,24
356902,20131203,465,485,414,0:02:23,2.01,45.36%,147,29
357293,20131205,465,473,326,0:02:54,3.14,39.32%,213,15
357293,20131208,463,473,370,0:03:42,3.09,38.27%,225,29
356902,20131202,461,470,380,0:03:01,1.86,54.68%,78,32
356888,20131217,458,470,370,0:01:50,2.05,44.26%,149,29
358114,20131208,458,463,424,0:00:21,1.32,79.91%,0,0
356890,20140114,453,461,343,0:01:53,2.13,45.77%,132,32
356892,20131215,453,458,385,0:02:09,2.53,33.62%,201,32
356890,20140113,448,458,341,0:02:58,2.22,42.36%,149,15
357293,20131201,446,470,336,0:05:03,3,40.64%,198,15
354282,20131221,443,478,201,0:04:41,3.41,17.99%,250,37
356892,20131201,443,451,348,0:02:00,2.58,41.24%,169,27
356892,20131208,443,453,392,0:02:34,2.34,42.83%,171,22
356892,20131209,443,451,323,0:02:19,2.36,33.04%,211,34
356902,20131212,443,451,370,0:01:34,1.84,48.34%,127,34
356890,20131231,441,448,370,0:01:32,2.11,39.96%,142,20
356902,20131208,441,451,392,0:02:42,1.93,49.45%,125,22
356890,20131223,438,446,353,0:03:25,2.57,34.53%,167,44
356891,20131231,436,448,331,0:01:42,2.17,43.30%,181,34
356892,20131212,436,436,370,0:02:05,2.4,37.61%,152,10
357032,20131222,436,448,154,0:04:06,3.1,41.07%,86,59
357032,20131230,436,461,120,0:08:31,4.54,42.52%,110,78
356888,20131223,434,438,360,0:01:32,1.72,45.89%,125,20
356888,20140115,431,443,338,0:01:20,1.58,44.70%,132,29
356890,20131225,431,438,316,0:03:01,2.25,36.99%,135,20
356892,20131202,431,443,365,0:01:45,2.43,38.60%,174,10
357294,20131214,429,434,350,0:02:37,2.53,46.77%,157,29
357032,20131223,426,451,137,0:04:00,3.69,37.47%,98,39
357032,20131228,426,438,125,0:03:31,3.88,38.13%,96,59
357032,20140101,426,451,140,0:03:23,3.18,33.70%,103,49
357032,20140109,424,446,142,0:03:52,3.76,40.58%,100,64
356890,20140110,421,446,314,0:02:05,1.88,39.01%,174,15
356891,20131224,419,431,326,0:03:02,2.54,42.69%,149,34
356902,20131218,419,421,333,0:01:11,1.62,56.53%,100,22
357293,20131207,419,431,321,0:03:29,2.95,44.32%,162,10
356888,20140112,416,429,350,0:02:38,1.93,40.56%,147,29
358114,20131220,416,416,382,0:01:19,1.11,91.83%,0,0
356892,20131213,414,429,321,0:04:39,2.9,37.76%,174,22
356902,20131201,414,419,367,0:02:04,1.94,50.36%,91,37
357293,20131209,414,431,318,0:03:49,3.02,38.05%,189,22
357293,20140102,414,426,311,0:06:37,2.5,42.49%,179,20
356888,20140105,412,424,331,0:01:44,1.8,41.51%,140,27
357293,20131204,412,421,309,0:07:48,3.26,38.95%,196,15
356892,20131207,409,419,336,0:03:13,2.23,39.86%,157,27
356902,20131211,409,421,336,0:01:32,1.97,52.97%,100,37
356902,20131216,409,416,360,0:01:06,1.94,58.89%,71,17
356892,20131210,407,414,326,0:02:01,2.37,36.71%,171,22
357293,20131206,407,421,306,0:07:17,3.35,42.52%,186,15
357293,20131218,407,429,296,0:03:47,2.92,40.56%,179,17
356888,20140101,404,416,343,0:01:28,2.01,40.62%,118,22
357293,20131203,404,416,326,0:02:38,2.77,40.14%,191,17
356888,20131213,402,416,323,0:01:44,1.76,51.20%,103,22
356888,20131231,402,419,348,0:01:51,1.95,45.11%,127,27
356890,20140109,399,409,338,0:01:39,1.82,41.32%,130,29
356892,20131214,399,414,321,0:02:49,2.8,27.78%,184,37
356890,20140108,397,404,321,0:02:53,2.21,38.86%,120,15
357293,20140106,397,414,289,0:05:50,2.95,39.61%,186,17
356888,20140103,394,404,314,0:01:31,1.63,50.25%,135,20
356892,20140101,394,409,306,0:02:07,2.16,41.32%,142,37
356902,20140102,394,407,341,0:01:25,1.61,57.74%,69,22
356902,20140109,394,402,345,0:01:22,1.82,60.45%,83,17
356890,20131224,387,394,323,0:02:09,2.18,43.40%,120,20
357032,20131224,387,412,140,0:03:24,3.11,38.59%,105,47
356888,20131219,385,387,309,0:01:39,1.91,46.25%,108,17
356888,20140109,385,399,323,0:01:07,1.59,46.62%,86,22
356902,20131217,385,392,321,0:00:56,1.62,59.95%,86,22
356902,20140104,385,394,328,0:01:49,1.75,54.06%,100,17
357032,20131221,385,399,154,0:02:39,3.4,37.34%,76,59
357294,20131210,385,394,336,0:02:51,3.2,44.16%,137,24
357032,20131227,382,402,108,0:03:32,3.76,43.78%,100,51
357032,20140108,382,402,142,0:03:39,3.54,41.54%,98,51
357293,20140103,382,389,279,0:03:23,2.86,33.42%,198,12
356892,20131216,380,380,299,0:02:52,2.83,41.84%,140,34
356892,20140103,380,394,314,0:01:39,2.16,39.09%,137,29
356902,20131213,380,385,318,0:01:30,1.86,60.52%,64,24
356902,20131215,380,382,336,0:01:10,1.39,60.99%,88,27
357293,20140112,380,397,277,0:02:32,2.91,42.07%,162,17
356902,20131204,377,387,328,0:02:34,2.15,50.65%,93,22
356888,20140106,375,382,287,0:02:46,1.85,39.79%,125,24
357293,20140109,375,392,282,0:03:56,3.56,48.72%,154,15
356888,20140113,372,375,321,0:02:37,2.19,45.60%,103,37
356891,20140115,372,394,316,0:02:24,2.89,41.62%,142,27
357032,20131225,372,392,105,0:04:28,3.1,41.33%,91,44
357293,20140107,372,385,279,0:02:17,2.4,43.90%,149,12
357294,20131212,372,375,318,0:03:20,2.78,41.07%,157,15
356892,20131217,370,377,306,0:02:01,2.24,40.85%,132,10
356902,20140107,370,370,326,0:01:55,1.95,46.22%,98,34
356332,20131211,367,375,169,0:05:18,4.42,15.73%,120,44
356892,20131203,367,375,292,0:03:02,2.64,33.33%,152,24
357293,20140105,367,372,287,0:03:42,2.71,39.52%,171,12
356892,20140102,365,375,265,0:02:11,2.83,36.00%,125,29
356892,20140104,365,372,294,0:07:18,2.77,34.14%,140,24
357294,20131211,365,370,306,0:03:35,3.25,45.14%,147,20
358114,20131215,365,367,336,0:00:17,1.16,85.56%,0,0
354282,20131222,363,397,137,0:05:53,3.98,19.65%,174,47
356902,20131207,363,375,289,0:01:34,1.95,45.60%,103,34
356902,20131223,363,370,299,0:03:33,1.92,58.92%,71,39
356902,20140112,363,375,311,0:01:30,1.71,56.27%,76,34
357032,20131231,363,389,91,0:02:32,3.44,41.65%,73,44
357293,20140115,363,365,255,0:04:51,3.33,41.64%,169,20
356892,20131211,360,370,294,0:01:43,2.43,41.08%,149,22
356892,20131229,360,377,282,0:05:59,2.57,30.50%,157,32
356892,20131227,358,367,292,0:04:23,2.34,35.97%,152,22
356902,20131224,358,367,304,0:01:29,1.53,67.30%,51,17
356902,20140105,358,370,306,0:04:37,2.18,52.97%,100,27
356888,20131224,355,365,287,0:04:42,2.03,43.56%,93,17
356888,20140110,355,367,296,0:02:48,2,36.78%,120,34
356902,20131205,355,360,311,0:01:50,1.62,57.22%,88,29
356902,20131228,353,375,304,0:01:47,1.97,52.80%,66,29
356888,20131220,350,355,299,0:02:25,1.6,45.63%,118,20
356888,20140114,350,355,287,0:01:11,1.87,46.20%,93,24
356892,20131225,350,358,296,0:02:41,2.48,36.31%,149,17
356892,20131226,350,367,262,0:02:14,2.48,40.60%,147,34
356888,20140107,348,360,272,0:01:39,1.97,47.50%,110,17
356891,20140108,348,365,265,0:01:52,2.23,47.67%,122,20
356892,20131228,348,358,260,0:01:52,2.22,37.71%,132,29
356892,20131230,348,367,267,0:02:08,2.14,42.78%,137,17
358114,20131219,348,350,318,0:00:20,1.25,88.86%,0,0
356892,20131204,345,355,260,0:01:49,2.34,45.63%,122,20
356891,20140114,343,358,282,0:02:58,2.92,36.31%,137,24
357293,20140111,343,350,260,0:05:07,2.83,43.43%,154,17
356888,20140111,341,341,279,0:02:23,2.47,43.11%,98,32
356891,20140110,341,358,282,0:01:29,2.35,39.66%,115,32
356892,20131218,341,345,284,0:02:17,2.32,34.20%,142,24
356902,20140115,341,348,296,0:01:36,1.59,56.32%,88,24
358114,20131222,341,348,316,0:00:23,1.12,92.82%,0,0
356902,20131220,338,345,279,0:02:18,2.43,63.77%,61,17
356902,20131225,338,345,289,0:00:59,1.75,66.67%,49,22
356902,20131227,338,343,284,0:01:36,1.65,61.52%,64,20
356902,20131230,338,341,284,0:01:57,1.74,54.55%,91,20
357293,20131202,338,341,250,0:02:40,2.57,42.52%,152,7
356902,20131229,333,341,294,0:01:04,1.5,60.41%,83,10
357293,20140114,333,336,218,0:02:24,2.37,45.83%,137,12
356902,20140114,331,336,277,0:02:32,2.62,58.33%,73,22
357032,20140110,331,350,93,0:04:08,3.86,33.71%,98,54
357294,20131213,331,338,272,0:02:18,2.75,37.57%,137,15
356891,20140111,328,331,267,0:02:00,3,42.90%,93,27
356892,20131205,328,333,269,0:01:41,2.22,43.54%,113,15
356902,20131231,328,336,277,0:02:27,2.27,53.27%,96,29
356892,20131206,326,336,265,0:02:03,2.61,37.20%,142,37
356902,20140101,326,326,267,0:01:02,1.54,57.98%,78,10
356902,20140111,326,331,282,0:01:15,1.63,58.61%,66,12
357032,20140111,326,331,108,0:03:46,4.19,35.65%,93,54
356888,20140108,323,336,260,0:01:42,1.92,37.20%,110,24
356902,20140113,323,331,279,0:02:41,2.01,60.73%,47,15
358114,20131226,323,323,306,0:00:07,1.18,92.57%,0,0
356891,20140109,321,331,245,0:02:22,2.09,48.94%,108,37
356902,20131206,321,331,274,0:01:31,2.02,54.08%,81,27
356892,20131219,316,323,257,0:01:32,2.34,40.25%,93,29
356902,20140106,316,316,260,0:01:55,1.47,60.44%,66,10
357294,20131215,316,316,255,0:02:13,3.17,39.56%,118,17
354282,20131223,314,343,105,0:08:52,3.4,18.66%,169,20
356892,20140105,314,318,260,0:02:18,2.35,33.02%,115,22
358114,20131214,314,318,284,0:00:27,1.24,85.53%,0,0
356902,20131219,311,311,260,0:02:28,1.57,56.59%,71,22
356902,20140110,311,316,279,0:02:00,1.6,55.70%,76,20
357293,20140113,311,321,218,0:02:50,2.53,47.35%,110,10
356902,20131222,309,318,265,0:02:10,1.98,56.29%,61,29
356902,20131226,309,318,269,0:02:16,1.86,51.57%,98,15
356902,20140108,309,314,250,0:02:29,1.92,53.82%,56,37
354282,20131224,306,326,108,0:06:01,3.2,25.46%,140,27
354282,20131225,306,328,115,0:09:57,4,18.60%,159,34
356902,20131221,306,314,274,0:01:16,1.68,58.60%,61,17
356902,20140103,306,309,255,0:01:12,2.28,56.96%,61,20
356892,20140107,304,321,247,0:01:32,2.43,35.83%,120,10
357032,20140112,304,316,91,0:05:47,4.05,32.59%,91,51
358114,20131229,304,304,292,0:00:09,1.07,93.42%,0,0
356891,20140112,299,321,228,0:02:55,2.71,40.50%,130,20
356902,20131214,299,314,257,0:06:56,1.72,57.64%,73,20
357057,20131218,296,323,2,0:02:42,2.28,31.89%,137,22
357057,20140102,292,314,0,0:04:55,3.61,26.43%,162,24
358114,20131221,292,292,282,0:00:09,1.07,94.86%,0,0
357293,20131229,284,299,191,0:02:05,2.08,46.82%,127,12
358114,20131223,284,284,265,0:00:32,1.29,86.97%,0,0
357057,20131211,282,299,5,0:02:37,2.27,38.46%,115,20
356891,20140113,279,284,206,0:01:47,2.53,34.51%,120,15
356892,20131223,279,284,230,0:02:03,2.51,42.96%,115,20
356903,20131202,279,282,255,0:02:10,2.05,47.87%,78,22
357293,20131219,279,279,201,0:02:31,2.54,33.33%,122,7
358114,20131204,279,279,265,0:00:12,1.24,87.81%,0,0
356892,20131222,274,284,220,0:03:23,2.29,29.23%,110,29
358114,20131225,269,272,262,0:00:27,1.56,89.34%,0,0
356892,20131221,267,277,218,0:03:15,2.5,25.63%,122,17
357057,20131212,267,318,5,0:02:01,2.36,33.02%,98,17
357057,20140109,265,279,0,0:03:17,1.95,33.33%,140,15
357293,20140110,265,287,206,0:03:18,2.77,34.84%,127,17
357294,20131217,265,272,213,0:01:31,2.58,49.63%,98,5
356899,20131212,262,265,230,0:01:35,1.7,60.00%,56,22
357293,20131220,262,267,189,0:02:55,2.76,39.33%,132,2
358114,20131230,262,262,240,0:00:22,1.4,87.02%,0,0
357057,20131210,260,269,0,0:03:35,2.29,28.25%,120,24
357057,20140105,260,267,7,0:05:02,3.29,38.58%,118,24
357057,20140103,257,274,0,0:03:38,2.19,28.47%,127,22
357032,20140114,255,274,100,0:05:55,4.79,30.29%,98,54
357057,20140104,255,282,7,0:02:37,1.92,36.52%,125,10
357293,20131228,255,265,167,0:02:55,3.52,44.53%,96,7
356892,20140106,252,257,211,0:02:43,2.35,38.91%,100,20
354283,20131201,250,277,174,0:04:11,3.56,26.35%,61,42
