PubId,visit_date,Unique_Visitors,Visits,New_Visits,Avg_Duration,Pages_Visits,Bounce_Rate,Seller_Clicks,Searches
357057,20131201,250,262,12,0:03:25,2.83,30.92%,125,24
358114,20131203,250,250,233,0:00:37,1.4,85.20%,5,0
356892,20131220,247,250,196,0:02:16,2.72,32.40%,113,12
356899,20131226,247,252,228,0:00:56,1.76,67.06%,49,17
356892,20131231,245,255,191,0:02:00,2.49,38.43%,88,5
356903,20131203,245,250,223,0:01:53,2.2,46.00%,66,37
357057,20131209,245,250,2,0:02:53,2.41,30.40%,122,20
357057,20131213,245,257,2,0:08:51,2.89,33.46%,113,5
357057,20131217,245,257,2,0:01:38,1.89,40.08%,105,5
357032,20140115,243,252,113,0:07:49,5.84,20.24%,113,59
357057,20131202,243,252,2,0:03:52,2.82,32.14%,113,17
357057,20131208,243,257,5,0:02:56,2.24,36.19%,118,7
356892,20140108,240,245,196,0:04:58,2.79,33.88%,83,24
357032,20140113,240,250,98,0:03:41,3.62,23.60%,98,51
357057,20131216,240,269,12,0:02:26,2.74,30.86%,120,24
358114,20131201,240,245,225,0:00:59,1.32,86.94%,0,0
356899,20131202,238,243,203,0:02:44,2.44,57.61%,47,20
356903,20131204,238,245,203,0:01:36,1.95,51.02%,66,24
357057,20131215,238,252,2,0:03:53,2.16,36.11%,127,12
357294,20140101,238,250,206,0:05:00,2.28,48.80%,86,2
356903,20131208,235,240,206,0:02:38,2.75,49.17%,76,15
357057,20131205,235,240,10,0:02:18,2.16,31.67%,96,10
357057,20140106,235,255,0,0:05:01,2.42,27.84%,122,12
357293,20131221,235,238,167,0:01:37,2.35,36.97%,120,15
357293,20131227,235,245,159,0:04:05,4.43,40.00%,100,15
356903,20131209,233,245,198,0:01:25,2.26,42.86%,59,20
358114,20131227,233,235,220,0:00:17,1.05,93.62%,0,0
356892,20131224,230,238,179,0:01:34,2.26,36.97%,88,5
356903,20131201,230,230,194,0:00:55,1.87,54.35%,37,20
356903,20131212,230,233,196,0:01:11,1.73,53.65%,69,15
357057,20140111,230,260,5,0:03:35,3.05,24.62%,142,22
357293,20131231,230,238,162,0:04:03,3.66,39.08%,103,10
356899,20131216,228,238,208,0:02:49,1.48,62.61%,27,17
356899,20131218,228,233,208,0:01:11,1.4,56.65%,51,15
356903,20131211,228,230,206,0:00:49,1.6,58.70%,49,10
356903,20140105,228,238,198,0:00:40,1.58,53.36%,64,15
356899,20131201,223,225,194,0:00:46,1.35,70.67%,27,5
356899,20131214,223,225,186,0:01:14,1.55,63.11%,37,17
357057,20131203,223,240,7,0:02:08,2.95,38.75%,96,17
357293,20140108,223,228,159,0:04:23,3.63,47.37%,83,12
358114,20131224,223,223,220,0:00:04,1.11,93.27%,0,0
356899,20140113,220,223,194,0:01:28,1.49,65.92%,39,7
357057,20140112,220,233,2,0:03:12,2.32,25.32%,122,7
356899,20131206,218,220,194,0:01:19,1.71,56.82%,34,17
356899,20131209,218,223,194,0:00:55,1.64,62.78%,34,7
356906,20131202,218,220,194,0:02:46,1.84,59.09%,49,7
357057,20131206,218,238,7,0:05:09,2.2,28.99%,122,10
357057,20140101,218,233,7,0:01:54,1.94,27.47%,125,10
358114,20131202,218,220,211,0:00:13,1.06,91.36%,0,0
356899,20131204,216,220,181,0:01:56,1.74,47.73%,39,17
356899,20140106,216,216,198,0:01:01,1.59,54.63%,51,17
356903,20131210,216,220,169,0:05:32,1.83,49.09%,47,12
356903,20131214,216,223,184,0:02:50,1.39,51.57%,64,10
356903,20140107,216,218,189,0:01:25,1.53,55.05%,66,15
357057,20131204,216,223,7,0:02:31,2.54,31.84%,110,12
356899,20140107,213,213,186,0:02:02,1.77,61.03%,49,10
356906,20131201,213,216,186,0:02:09,2.4,44.44%,59,12
357057,20131214,213,240,2,0:02:13,2.82,29.58%,125,12
357057,20140108,213,233,5,0:02:19,3.04,28.33%,91,7
356899,20131227,208,213,169,0:01:26,1.61,63.38%,34,7
356906,20131210,208,208,194,0:01:51,2.05,52.88%,61,22
357294,20131216,208,216,164,0:01:58,2.83,36.11%,96,10
356892,20140111,206,211,167,0:02:44,2.96,36.97%,83,15
356903,20131216,206,206,186,0:02:09,2.24,47.57%,54,22
356906,20131209,206,206,186,0:01:28,1.76,53.40%,54,12
357057,20131207,206,218,12,0:02:08,2.63,33.49%,91,10
358114,20131216,206,208,189,0:00:09,1.15,86.06%,0,0
356899,20131210,203,211,186,0:00:59,1.37,56.87%,51,15
356899,20131228,203,203,184,0:01:40,1.55,56.65%,22,20
356906,20131204,203,208,167,0:01:48,2.22,47.12%,64,15
356899,20131207,201,201,181,0:00:55,1.68,59.70%,34,22
356899,20140101,201,201,171,0:00:59,1.7,64.68%,29,15
356899,20140114,201,201,171,0:01:45,1.74,64.68%,32,15
356906,20131211,201,203,184,0:01:57,2.15,48.28%,54,17
357293,20131226,201,213,110,0:03:18,2.54,48.36%,88,10
356899,20131203,198,203,176,0:00:45,1.96,55.67%,20,24
356899,20131213,198,211,184,0:02:22,2.58,51.18%,49,10
356899,20140108,198,201,179,0:01:02,1.36,72.14%,22,15
356899,20140109,198,201,169,0:01:08,1.34,60.70%,29,10
357057,20140107,198,206,2,0:02:05,2.36,33.50%,108,7
357057,20140113,198,213,5,0:05:27,3.61,30.05%,108,22
357057,20140114,198,213,0,0:02:24,2.53,27.70%,93,17
356899,20131208,196,198,171,0:00:34,1.47,68.18%,29,12
356899,20140111,196,201,167,0:01:24,1.56,56.22%,44,20
354283,20131202,194,198,127,0:04:18,4.23,24.75%,54,17
356899,20131215,194,198,169,0:01:30,1.37,61.62%,34,10
356899,20131230,194,198,164,0:03:33,1.54,57.07%,34,10
356899,20131219,191,194,181,0:00:53,1.72,58.25%,32,22
356899,20140104,191,198,164,0:01:58,2.36,58.08%,37,24
356903,20131206,191,194,167,0:01:01,1.82,56.70%,29,17
356903,20131226,191,194,171,0:01:25,1.86,62.89%,32,10
356903,20140108,191,196,167,0:00:41,1.39,63.78%,29,15
356904,20131202,191,196,181,0:02:42,2.61,46.43%,56,7
357294,20131208,191,191,164,0:03:41,4.27,33.51%,98,10
356899,20131211,189,194,152,0:02:42,1.68,50.52%,32,7
356899,20131217,189,191,164,0:01:10,1.94,65.45%,27,17
356899,20131220,189,191,167,0:01:37,1.9,53.93%,29,24
356899,20131222,189,189,176,0:00:35,1.23,71.43%,24,10
356899,20140102,189,189,174,0:00:42,1.45,57.14%,39,12
356903,20131217,189,191,159,0:00:41,1.8,60.21%,29,20
356903,20140102,189,194,169,0:01:08,1.87,56.70%,37,17
356906,20131219,189,191,162,0:02:07,1.83,47.64%,69,15
356899,20131225,186,191,167,0:02:30,1.79,51.31%,37,27
356899,20140112,186,191,152,0:00:57,1.53,68.06%,29,10
356901,20131202,184,184,154,0:01:02,2.09,55.98%,37,12
356903,20131215,184,186,149,0:01:30,1.94,59.14%,44,12
356903,20131230,184,186,167,0:01:14,2.28,47.31%,44,22
356904,20131211,184,184,164,0:03:18,1.74,44.02%,49,12
356906,20131226,184,191,154,0:01:06,1.76,48.69%,61,17
357293,20131230,184,194,120,0:03:32,2.74,35.57%,96,2
356899,20140103,181,186,162,0:01:20,1.58,65.59%,32,12
356906,20131216,181,181,154,0:02:58,2.02,39.23%,61,15
356906,20131217,181,184,145,0:01:28,1.51,52.17%,56,17
357294,20140103,181,186,132,0:01:17,1.66,44.62%,81,2
358114,20131228,181,181,176,0:00:36,1.66,81.22%,0,0
356899,20140105,179,181,157,0:01:49,1.59,55.25%,37,20
356903,20131205,179,184,157,0:01:19,2.18,55.98%,49,12
356906,20131215,179,184,137,0:01:59,1.81,44.02%,59,5
357293,20131223,179,181,132,0:01:43,2.57,43.09%,71,7
356899,20131229,176,179,149,0:00:50,1.65,63.13%,20,20
356903,20131207,176,179,154,0:01:19,2.34,53.63%,34,12
356903,20140109,176,181,157,0:01:00,1.88,69.06%,24,12
356906,20131213,176,179,164,0:02:15,3.11,51.96%,59,10
357294,20131207,176,179,135,0:01:20,2.61,60.34%,54,7
356906,20131212,174,176,145,0:01:08,1.68,48.86%,56,7
356903,20131213,171,174,149,0:02:02,1.9,53.45%,27,17
356906,20131206,171,179,137,0:03:09,2.5,40.78%,69,20
357294,20131226,171,184,125,0:03:43,2.6,44.02%,78,5
356903,20140114,169,169,157,0:00:32,1.32,72.19%,22,10
356906,20131214,169,174,147,0:03:14,1.47,47.70%,59,7
356899,20131224,167,169,147,0:01:33,1.44,65.09%,34,2
356899,20140110,167,171,142,0:01:47,1.56,58.48%,34,10
356904,20131209,167,169,132,0:01:16,1.96,42.01%,61,15
356906,20131230,167,169,159,0:01:32,1.78,49.11%,51,10
357293,20131225,167,179,115,0:03:26,2.26,40.78%,78,7
356901,20131209,164,164,108,0:02:48,2.85,37.20%,59,7
356903,20131222,164,167,147,0:02:10,2.84,55.69%,39,7
356903,20131225,164,167,140,0:00:52,1.72,64.67%,34,17
356903,20140113,164,167,130,0:02:02,1.34,61.68%,22,7
356903,20140115,164,169,132,0:01:07,1.78,52.07%,34,17
356892,20140110,162,162,118,0:04:23,1.59,50.00%,59,5
356901,20131203,162,162,137,0:01:22,1.65,45.06%,44,5
356903,20140101,162,164,142,0:01:15,2.4,58.54%,34,10
356906,20131205,162,162,135,0:02:57,1.98,40.74%,51,12
357057,20140115,162,169,2,0:01:52,2.65,23.08%,86,5
357294,20131209,162,162,132,0:02:24,3.17,40.74%,66,10
356899,20131231,159,162,140,0:01:47,1.47,63.58%,34,7
356901,20131215,159,162,127,0:02:06,1.78,40.74%,61,12
356903,20131220,159,159,140,0:04:29,1.64,52.20%,29,17
356903,20131229,159,164,135,0:01:05,1.75,49.39%,47,7
356903,20140106,159,162,145,0:00:45,1.27,64.81%,32,10
356903,20140112,159,159,137,0:00:52,1.64,62.89%,20,12
356906,20131203,159,162,135,0:02:18,1.81,45.06%,51,7
356906,20140102,159,159,135,0:00:46,1.47,61.64%,37,7
357057,20131230,159,171,0,0:02:13,2.2,31.58%,73,10
357294,20140105,159,159,130,0:01:37,2.74,40.25%,83,22
354283,20131204,157,179,110,0:09:25,3.72,35.75%,47,27
356332,20131212,157,159,78,0:05:15,4.76,10.69%,59,10
356903,20140111,157,157,145,0:00:42,1.61,61.15%,29,7
356906,20140101,157,159,137,0:01:16,1.64,52.20%,54,5
356906,20140110,157,157,127,0:00:46,1.45,56.05%,42,12
357057,20140110,157,176,2,0:04:26,1.92,21.02%,115,12
356899,20131205,154,164,137,0:00:46,1.69,53.66%,34,15
356899,20140115,154,154,140,0:00:44,1.6,57.14%,24,12
356901,20131201,154,157,140,0:02:01,2.09,48.41%,39,7
356903,20131221,154,154,130,0:01:29,1.81,62.34%,24,17
356906,20131227,154,154,145,0:02:11,1.97,47.40%,47,12
356906,20140107,154,154,135,0:00:51,1.83,53.90%,29,12
357293,20131222,154,159,120,0:03:35,3.73,33.96%,86,5
356901,20131205,152,157,130,0:01:07,1.87,57.96%,29,7
356906,20131208,152,152,130,0:01:53,2.43,35.53%,61,12
356906,20131223,152,154,132,0:01:12,1.86,59.09%,44,7
356906,20140104,152,152,125,0:01:21,1.34,56.58%,51,7
356906,20140115,152,157,137,0:03:53,2.29,43.95%,64,7
357057,20131219,152,162,2,0:01:48,2.27,31.48%,69,5
357057,20131231,152,154,2,0:02:58,2.47,39.61%,51,10
357294,20140104,152,157,120,0:02:34,2.65,42.04%,71,5
356892,20140109,149,154,113,0:01:36,2.23,44.81%,61,7
356899,20131221,149,152,132,0:00:41,1.62,65.79%,24,15
356901,20140104,149,154,135,0:01:20,1.8,53.90%,49,7
356904,20131208,149,154,125,0:02:22,2.05,38.31%,56,0
358114,20131205,149,149,140,0:00:38,1.33,81.88%,0,0
356901,20131211,147,147,120,0:01:51,2.41,46.94%,37,17
356903,20131223,147,149,120,0:01:05,1.6,65.77%,22,7
356903,20140103,147,149,122,0:01:54,3.48,61.07%,22,10
356904,20131201,147,149,135,0:02:24,2.91,46.31%,39,20
356906,20131207,147,149,118,0:01:42,2.04,57.72%,39,10
356906,20131229,147,147,115,0:03:26,1.99,41.50%,56,5
356906,20140106,147,147,135,0:01:18,1.52,49.66%,42,2
357294,20131205,147,147,125,0:03:02,3.27,46.94%,49,5
357294,20140102,147,149,103,0:02:14,2.11,47.65%,61,2
356901,20131212,145,147,132,0:01:11,1.78,46.94%,42,15
356903,20131231,145,145,125,0:00:39,1.66,55.86%,39,17
356901,20131210,142,142,110,0:13:05,1.93,45.07%,42,17
356901,20140102,142,142,132,0:03:12,2.3,27.46%,49,20
356903,20140104,142,152,103,0:02:00,2.14,54.61%,29,12
356906,20131218,142,145,132,0:01:35,1.64,53.79%,42,7
357057,20131223,142,149,7,0:07:03,2.63,36.24%,59,7
357294,20131227,142,152,113,0:03:23,3.22,45.39%,56,5
357294,20140115,142,145,115,0:03:10,1.74,57.24%,47,2
354283,20131205,140,154,88,0:04:33,4.2,18.83%,49,34
356901,20131229,140,147,118,0:01:09,1.7,46.94%,44,7
356901,20140111,140,140,127,0:02:07,2.33,40.00%,29,5
356903,20131227,140,140,130,0:01:48,1.94,65.00%,32,5
356903,20140110,140,140,113,0:01:22,1.56,62.86%,20,2
356904,20131207,140,145,120,0:02:37,2.43,40.69%,56,15
356906,20140105,140,140,118,0:00:46,1.56,57.86%,29,5
356906,20140109,140,147,108,0:01:13,1.9,53.06%,34,10
357057,20131220,140,152,0,0:02:24,2.37,45.39%,51,7
357057,20131226,140,152,5,0:01:47,2.5,50.00%,51,15
357294,20131229,140,142,103,0:02:43,3.35,41.55%,66,2
354283,20131211,137,147,96,0:03:56,3.52,18.37%,27,17
356901,20131204,137,137,118,0:00:34,1.86,66.42%,24,7
356901,20131207,137,137,110,0:01:36,1.59,51.82%,34,10
356906,20131220,137,137,122,0:01:21,1.84,55.47%,24,10
356906,20140103,137,140,118,0:02:56,1.89,38.57%,42,7
356906,20140111,137,137,132,0:01:16,1.86,46.72%,39,7
354283,20131203,135,157,93,0:04:39,4.07,28.03%,47,10
354283,20131208,135,142,103,0:06:37,4.49,16.90%,54,22
354283,20131209,135,145,96,0:03:15,3.72,30.34%,47,17
356901,20131230,135,135,110,0:00:40,1.69,52.59%,20,5
356903,20131219,135,140,125,0:00:57,1.45,73.57%,17,10
356903,20131224,135,135,120,0:01:24,1.47,57.78%,29,2
357294,20131201,135,135,93,0:01:42,2.49,36.30%,59,12
356901,20131214,132,132,110,0:02:15,2.19,50.00%,32,7
356901,20131226,132,132,103,0:01:31,1.48,52.27%,37,5
356906,20140113,132,132,115,0:00:58,1.39,55.30%,44,2
357294,20131222,132,135,103,0:02:48,2.49,43.70%,56,0
356901,20131217,130,135,113,0:01:37,2.76,43.70%,42,15
356901,20140112,130,130,103,0:01:05,1.79,49.23%,17,2
356904,20131210,130,130,113,0:02:11,2.64,39.23%,49,12
356906,20131225,130,130,108,0:00:56,1.68,60.00%,29,5
356906,20140112,130,132,103,0:02:05,1.48,46.21%,51,2
357293,20131224,130,135,78,0:04:53,3.19,45.19%,49,10
357294,20131221,130,137,83,0:07:51,2.61,37.23%,69,10
356892,20140115,127,127,100,0:01:50,1.77,48.03%,44,5
356901,20140109,127,130,96,0:00:56,1.87,54.62%,32,0
356904,20131213,127,127,115,0:02:22,3.39,37.01%,51,15
357294,20140112,127,132,98,0:01:13,1.5,50.00%,51,0
356901,20131227,125,125,110,0:02:28,2.08,47.20%,44,10
356903,20131218,125,125,113,0:01:02,1.86,64.80%,24,5
356903,20131228,125,125,98,0:02:13,1.61,52.80%,27,2
356904,20131204,125,125,105,0:01:59,2.23,51.20%,24,10
356904,20131217,125,125,108,0:01:20,1.84,51.20%,37,5
356906,20131224,125,125,108,0:01:04,1.65,55.20%,32,2
357057,20131228,125,132,2,0:02:31,2.48,31.82%,64,5
354283,20131213,122,132,93,0:06:30,4.27,16.67%,42,12
356892,20140112,122,127,93,0:02:09,2.05,46.46%,39,2
356901,20131216,122,125,103,0:02:00,2.37,44.80%,47,10
356906,20131221,122,125,108,0:02:38,1.51,47.20%,51,5
357057,20131227,122,137,2,0:02:43,3.63,24.82%,64,0
357057,20131229,122,142,0,0:04:21,2.33,33.10%,61,2
357294,20140107,122,130,96,0:03:13,2.85,46.92%,61,5
357294,20140110,122,122,103,0:02:33,3.13,52.46%,54,5
356901,20140103,120,120,108,0:00:50,1.68,45.00%,37,5
356901,20140106,120,122,98,0:03:06,3.19,45.90%,42,12
356901,20140113,120,120,105,0:02:31,2.65,40.83%,29,5
356904,20131203,120,120,103,0:02:08,2.39,40.83%,44,2
356904,20131205,120,122,108,0:01:28,2.29,50.00%,27,5
357057,20131222,120,135,7,0:01:27,1.9,31.11%,59,5
357294,20131225,120,127,83,0:03:49,2.33,40.16%,54,0
356892,20140113,118,120,96,0:01:18,1.76,57.50%,34,5
356901,20131206,118,122,98,0:02:10,2.29,50.00%,34,17
356901,20131208,118,125,103,0:03:39,2.31,37.60%,51,15
356906,20131231,118,125,100,0:02:17,2.18,40.80%,47,5
357294,20131218,118,122,96,0:01:49,1.51,40.16%,54,2
357294,20140111,118,118,96,0:00:43,1.58,60.17%,42,5
357776,20140106,118,120,83,0:02:18,2.39,32.50%,54,7
354283,20131206,115,120,78,0:05:18,4.59,24.17%,34,24
356901,20131213,115,118,98,0:02:03,2.09,50.00%,24,5
356901,20140108,115,115,96,0:00:47,1.69,51.30%,17,10
356904,20131206,115,118,100,0:03:49,2.36,51.69%,39,2
356904,20131216,115,115,96,0:02:19,1.9,51.30%,32,5
357294,20131203,115,115,91,0:03:33,3.22,40.87%,49,5
357294,20131230,115,118,96,0:02:18,1.62,35.59%,61,7
356899,20131223,113,113,100,0:00:52,1.3,76.11%,7,15
356906,20131228,113,115,105,0:03:47,1.62,44.35%,39,5
356906,20140114,113,113,96,0:01:56,2.23,52.21%,32,0
357057,20131225,113,122,2,0:02:33,2.61,27.87%,59,7
357294,20131228,113,118,93,0:01:21,2.35,37.29%,56,7
354283,20140107,110,120,73,0:05:30,3.47,28.33%,34,15
356892,20140114,110,115,86,0:01:51,2.3,40.87%,44,17
356901,20140107,110,110,96,0:01:55,1.69,49.09%,22,7
356904,20131220,110,110,93,0:02:05,2.29,53.64%,37,7
357294,20131220,110,110,91,0:02:12,1.83,53.64%,37,2
356901,20131218,108,108,98,0:01:33,2,45.37%,34,7
356901,20131219,108,108,88,0:06:44,2.45,34.26%,29,10
356901,20131221,108,108,93,0:00:53,1.52,54.63%,32,7
356901,20140110,108,108,96,0:01:45,1.75,45.37%,24,7
356904,20131212,108,108,100,0:01:55,2.49,34.26%,39,12
356906,20131222,108,110,86,0:04:16,2.61,53.64%,34,5
356906,20140108,108,108,81,0:01:56,1.43,43.52%,39,2
357294,20131219,108,110,69,0:20:48,1.96,26.36%,69,2
357294,20140108,108,110,91,0:02:44,2.23,50.91%,44,5
357294,20140109,108,108,78,0:02:01,1.72,56.48%,32,7
357294,20131231,105,105,86,0:01:39,2.31,32.38%,49,2
357776,20140109,105,108,73,0:04:45,2.36,26.85%,56,7
354283,20131214,103,115,66,0:11:57,6.71,29.57%,42,17
354283,20131217,103,113,81,0:06:12,4.19,23.89%,29,22
354283,20140106,103,118,64,0:06:30,4.84,24.58%,39,20
354283,20131207,100,105,66,0:03:54,3.29,22.86%,32,15
354283,20131216,100,105,66,0:05:32,3.69,25.71%,22,15
356901,20131220,100,100,91,0:00:54,2.23,54.00%,22,7
356901,20140101,100,100,76,0:02:24,2.3,34.00%,34,7
356901,20140105,100,100,91,0:00:57,1.57,54.00%,34,5
356904,20131215,100,100,88,0:01:45,1.94,44.00%,39,5
356904,20140103,100,103,78,0:01:00,1.83,42.72%,29,0
357057,20131221,100,113,0,0:01:38,2.32,43.36%,47,10
357294,20131223,100,103,76,0:04:34,2.26,47.57%,37,10
357294,20140114,100,103,76,0:05:24,2.12,40.78%,42,0
357776,20140108,100,100,78,0:03:06,1.96,49.00%,29,5
354283,20140102,98,110,76,0:04:51,3.76,24.55%,44,10
356901,20131223,98,98,83,0:00:56,2.35,44.90%,22,12
356901,20131228,98,103,78,0:02:34,1.9,37.86%,34,7
356901,20140114,98,98,86,0:02:42,1.7,32.65%,29,5
356904,20131219,98,103,86,0:01:48,2.36,37.86%,29,7
356904,20131226,98,105,83,0:01:38,1.77,48.57%,27,7
356904,20131228,98,98,88,0:02:55,2.62,42.86%,34,7
356904,20140102,98,98,76,0:04:00,1.74,50.00%,29,10
357294,20131206,98,98,73,0:03:20,2.85,55.10%,34,0
357294,20140113,98,98,76,0:01:08,1.6,52.04%,32,2
354283,20131210,96,110,73,0:04:29,3.95,29.09%,27,24
354283,20140104,96,105,73,0:04:35,4.83,19.05%,34,20
356904,20131227,96,96,86,0:02:00,1.6,51.04%,32,5
357294,20140106,96,96,73,0:03:46,1.92,43.75%,49,2
357776,20140114,96,105,69,0:03:00,4.15,27.62%,54,2
354283,20131215,93,100,61,0:04:06,4.14,24.00%,32,5
356901,20131224,93,96,81,0:01:39,2.66,43.75%,32,10
356901,20140115,93,93,78,0:00:58,1.82,52.69%,20,5
357776,20131210,93,98,69,0:01:19,1.52,20.41%,51,2
357776,20140103,93,96,54,0:02:19,3.01,28.12%,42,7
304,20131201,91,98,44,0:13:09,6.07,22.45%,51,34
354283,20131228,91,118,54,0:07:10,5.81,31.36%,47,24
356901,20131222,91,93,73,0:02:54,1.82,47.31%,24,2
356904,20131225,91,91,86,0:03:16,3.31,40.66%,29,10
356904,20140105,91,91,78,0:00:53,1.45,40.66%,34,5
357776,20140113,91,91,61,0:01:38,2.4,21.98%,49,5
358075,20131226,91,93,86,0:01:19,1.56,65.59%,12,5
304,20131202,88,93,47,0:10:51,7.14,18.28%,49,29
354283,20131212,88,93,66,0:04:45,3.63,29.03%,20,7
354283,20131229,88,98,66,0:04:36,4.22,20.41%,29,29
354283,20140103,88,91,59,0:04:30,4.07,13.19%,29,10
356904,20131223,88,88,81,0:01:10,1.36,53.41%,7,7
356904,20140101,88,96,78,0:01:36,2.85,51.04%,27,10
357776,20131216,88,88,59,0:03:04,2.28,25.00%,37,7
357776,20140105,88,88,47,0:07:55,2.42,19.32%,42,5
358114,20131231,88,88,83,0:00:27,1.14,86.36%,0,0
356900,20131202,86,88,71,0:01:55,1.67,44.32%,27,10
356901,20131225,86,91,73,0:01:31,1.73,59.34%,22,5
356904,20131218,86,86,73,0:01:47,2.28,37.21%,27,7
356904,20140108,86,93,73,0:01:09,2.4,50.54%,32,7
357294,20131224,86,86,59,0:01:02,2.08,33.72%,42,5
357776,20140101,86,93,49,0:16:52,2.98,21.51%,56,5
357776,20140111,86,88,61,0:03:09,2.25,22.73%,49,2
304,20131212,83,96,56,0:09:04,3.65,30.21%,39,20
356900,20131201,83,86,76,0:01:24,1.77,54.65%,15,10
356900,20131205,83,83,64,0:01:31,1.89,59.04%,22,2
356900,20131208,83,86,66,0:01:02,2.05,43.02%,27,10
356900,20131214,83,83,66,0:03:16,1.86,56.63%,10,7
356900,20131226,83,83,76,0:01:29,2.06,46.99%,29,5
356904,20140109,83,83,73,0:02:49,1.83,46.99%,22,7
357776,20131209,83,83,66,0:03:04,3.78,28.92%,34,7
357776,20131212,83,86,59,0:01:54,1.83,43.02%,29,0
354283,20131218,81,88,56,0:04:01,3.95,38.64%,27,5
354283,20140109,81,96,66,0:06:18,5.46,20.83%,20,15
356900,20131203,81,81,66,0:01:46,1.73,54.32%,17,7
356900,20131207,81,81,69,0:01:17,1.67,48.15%,17,10
356901,20131231,81,83,73,0:02:24,1.63,56.63%,22,7
356904,20131214,81,88,69,0:03:07,3.09,27.27%,20,17
356904,20131230,81,83,73,0:02:13,1.92,56.63%,17,0
356904,20140106,81,83,64,0:02:09,1.63,59.04%,20,5
357057,20131224,81,93,0,0:02:09,3.05,31.18%,47,7
304,20131210,78,86,54,0:04:49,5.95,17.44%,27,12
354283,20131227,78,83,54,0:04:14,4.81,20.48%,15,10
356900,20140102,78,81,61,0:01:00,1.57,45.68%,27,12
356904,20140107,78,78,69,0:01:41,2.86,41.03%,32,0
357776,20131218,78,78,51,0:03:54,3.23,25.64%,34,5
357776,20140110,78,86,39,0:03:24,2.05,33.72%,44,0
356904,20131224,76,76,66,0:01:30,1.84,51.32%,29,5
356904,20131231,76,76,73,0:01:46,1.74,42.11%,27,10
357776,20131208,76,81,42,0:02:53,2.48,18.52%,44,12
357776,20131211,76,78,54,0:01:55,2.32,41.03%,32,2
357776,20131221,76,76,51,0:04:44,2.45,22.37%,44,5
357776,20131222,76,83,59,0:02:39,2.48,26.51%,42,5
357776,20140102,76,83,59,0:04:09,3.16,26.51%,37,7
357776,20140107,76,76,56,0:03:35,3.16,31.58%,39,10
304,20131203,73,78,39,0:18:45,3.83,28.21%,32,20
356900,20131204,73,73,64,0:00:42,1.62,50.68%,10,2
354283,20131220,71,76,44,0:03:12,2.74,31.58%,22,2
354283,20131223,71,78,49,0:04:44,4.42,28.21%,24,12
354283,20131226,71,78,54,0:03:53,4.37,21.79%,22,17
354283,20140105,71,73,54,0:06:49,6.78,20.55%,24,7
354283,20140112,71,83,37,0:04:14,5.28,26.51%,15,17
356900,20131209,71,73,59,0:01:49,1.67,53.42%,17,5
356900,20131227,71,71,66,0:01:02,1.76,52.11%,15,2
356904,20131229,71,71,66,0:01:24,2.83,45.07%,24,2
356904,20140111,71,71,59,0:01:32,1.9,52.11%,12,7
304,20131218,69,78,47,0:07:30,8.08,19.23%,39,15
356900,20131211,69,76,61,0:01:15,1.71,44.74%,29,0
356900,20131212,69,71,61,0:02:15,1.66,47.89%,10,7
356900,20131218,69,71,54,0:01:36,1.72,47.89%,24,15
356900,20131225,69,69,59,0:01:26,1.42,63.77%,20,2
356904,20131222,69,69,59,0:02:38,2.2,49.28%,12,7
357373,20131203,69,69,64,0:00:12,1.25,78.26%,7,0
357776,20131214,69,69,56,0:03:53,2.55,28.99%,32,5
357776,20140104,69,69,39,0:03:11,2.3,7.25%,39,10
358027,20131214,69,69,69,0:00:11,1.17,88.41%,0,0
354283,20131219,66,83,32,0:06:01,4.48,18.07%,29,7
354283,20131230,66,66,32,0:04:20,5.17,22.73%,22,5
354283,20140108,66,71,47,0:02:47,2.76,33.80%,17,10
356900,20131213,66,66,61,0:00:46,1.56,66.67%,10,5
356900,20131217,66,69,54,0:02:05,1.77,53.62%,27,0
356900,20131228,66,66,56,0:00:48,1.85,43.94%,7,12
357776,20131217,66,69,49,0:00:48,1.84,34.78%,29,5
357776,20140115,66,71,29,0:05:35,4.31,21.13%,34,0
354283,20131222,64,71,42,0:03:51,6.52,23.94%,22,10
354283,20140101,64,69,47,0:08:36,7.77,7.25%,22,7
356900,20131210,64,66,56,0:02:42,1.56,51.52%,17,5
356900,20131222,64,64,49,0:00:44,1.3,65.62%,10,2
356904,20140110,64,66,54,0:01:47,2.89,48.48%,22,0
357776,20131220,64,69,44,0:09:00,2.62,24.64%,22,0
356900,20131229,61,61,51,0:00:51,1.28,60.66%,7,2
356900,20140101,61,66,54,0:01:20,1.33,63.64%,15,7
356900,20140107,61,61,51,0:02:06,2.13,55.74%,12,7
356904,20140113,61,61,49,0:00:34,1.89,55.74%,12,7
356904,20140115,61,66,56,0:01:04,1.52,51.52%,12,5
304,20131207,59,64,32,0:05:17,5.44,31.25%,32,12
354283,20140110,59,66,49,0:03:51,4.45,33.33%,22,7
356900,20131206,59,61,51,0:02:08,1.77,60.66%,12,10
356900,20140103,59,61,49,0:00:13,1.33,55.74%,7,5
356900,20140109,59,59,51,0:01:39,1.41,54.24%,15,2
356904,20131221,59,64,54,0:01:01,1.77,50.00%,20,12
357294,20131204,59,59,44,0:04:37,3.15,45.76%,22,7
357776,20131219,59,59,49,0:02:46,2.46,33.90%,34,0
357776,20131229,59,59,24,0:06:38,2.69,20.34%,27,0
