PubId,PubName,PubGroupId,PubGroupName
52683,u_15077,390,Affiliates
52701,nextag_jp,390,Affiliates
350360,Careerbuilder~Education 1038,441,Careerbuilder Banners
350380,gg remarketing content,6,Google US
350460,Valueclick Media SF~Education 1038,412,Banner Generic
350480,YAHOO~Education 3572,412,Banner Generic
350505,YAHOO~Education 3575,412,Banner Generic
350520,NexTag_Education~Education 1038,412,Banner Generic
350540,DICE~Education 1038,412,Banner Generic
350580,"Bankrate, Inc~Mortgage 3576",412,Banner Generic
350620,TEST~Kw 3583,412,Banner Generic
350680,Specific Media~Education 1038,412,Banner Generic
350642,android mobile app DE,659,Organic Mobile - Mobile Apps
350648,blackberry mobile app DE,659,Organic Mobile - Mobile Apps
350654,iphone mobile app DE,659,Organic Mobile - Mobile Apps
350661,blackberry mobile mail DE,660,Organic Mobile - Mobile Emails
350700,gg prod ita broad,639,Google ITA
350720,gg prod ita exact,639,Google ITA
350721,gg prod ita content,639,Google ITA
350723,yahoo prod ita broad,640,Yahoo ITA
350724,yahoo prod ita exact,640,Yahoo ITA
350658,blackberry mobile mail,660,Organic Mobile - Mobile Emails
350640,android mobile app UK,659,Organic Mobile - Mobile Apps
350666,iphone mobile mail UK,660,Organic Mobile - Mobile Emails
350647,blackberry mobile app FR,659,Organic Mobile - Mobile Apps
350660,blackberry mobile mail FR,660,Organic Mobile - Mobile Emails
350667,iphone mobile mail FR,660,Organic Mobile - Mobile Emails
350650,blackberry mobile app ES,659,Organic Mobile - Mobile Apps
350643,android mobile app CA,659,Organic Mobile - Mobile Apps
350655,iphone mobile app CA,659,Organic Mobile - Mobile Apps
350504,yahoo free ita,558,Organic Search Yahoo
350651,blackberry mobile app ITA,659,Organic Mobile - Mobile Apps
350664,blackberry mobile mail ITA,660,Organic Mobile - Mobile Emails
350820,Myspace~Kw 3583,412,Banner Generic
350822,yahoo deals exact,2,Yahoo US
52881,fixya,390,Affiliates
52821,Memory Suppliers,390,Affiliates
53122,noisycameras,390,Affiliates
53041,blogpire_aff,390,Affiliates
53221,UPI_Seyla,390,Affiliates
52921,home_internetbr,390,Affiliates
52801,VioSoftware,390,Affiliates
52781,bigleapweb,390,Affiliates
52721,Cleverace,390,Affiliates
350782,google default ita,639,Google ITA
350849,myYearbook~Education 1038,412,Banner Generic
350860,gg deals content,6,Google US
350861,gg tech lang content,6,Google US
350922,yahoo edu test exact,2,Yahoo US
350940,247RealMedia~Education 1038,412,Banner Generic
350960,gg edu test exact,6,Google US
350961,gg edu test content,6,Google US
52741,Inergize01-WFRV,390,Affiliates
52862,synacor-Charter,390,Affiliates
52864,synacor-WOW,390,Affiliates
52941,SoftwareMedia,390,Affiliates
52983,Babytobee,390,Affiliates
52985,synacor-BlueRidge,390,Affiliates
52987,synacor-Broadstripe,390,Affiliates
52989,synacor-EmbarqBiz,390,Affiliates
52991,synacor-Grande,390,Affiliates
52993,synacor-Hughes,390,Affiliates
52996,synacor-OneLink,390,Affiliates
52998,synacor-SureWest,390,Affiliates
53000,synacor-TDSBiz,390,Affiliates
53002,synacor-BendBroadband,390,Affiliates
53061,technorati,390,Affiliates
53082,digitdevice-,390,Affiliates
53121,affiliatetest99,390,Affiliates
53142,abtmc1,390,Affiliates
53162,richard_38,390,Affiliates
53201,pcper,390,Affiliates
53261,u_1567000,390,Affiliates
53263,u_1567002,390,Affiliates
53265,u_1567004,390,Affiliates
53267,u_1567006,390,Affiliates
53281,Kosmix,390,Affiliates
53283,Kosmix-MeeHive,390,Affiliates
53321,XactContents,390,Affiliates
53341,AJRichies.com,390,Affiliates
53381,tftcg,390,Affiliates
53402,u_289534179,390,Affiliates
53441,Accent Shopping,390,Affiliates
53481,krslist,390,Affiliates
53482,flbdealzon,390,Affiliates
351080,Yahoo ATT EDU Banners,21,Yahoo
351082,Yahoo Verizon EDU Banners,21,Yahoo
351083,Yahoo eBay EDU Banners,21,Yahoo
350880,noref deals,253,Organic
351120,yahoo mobile ron,2,Yahoo US
351121,yahoo mobile ron iphone,2,Yahoo US
351122,yahoo mobile ron bbry,2,Yahoo US
351123,yahoo mobile tech,2,Yahoo US
351140,MSN~Education 3633,412,Banner Generic
351160,yahoo mobile homepage,2,Yahoo US
351180,CBS Media Group~Education 1038,412,Banner Generic
351203,CareerBliss~Education 1038,412,Banner Generic
351204,AOL~Education 3633,412,Banner Generic
351206,Adknowledge~Education 3633,366,Adknowledge (email)
351212,CNN~Education 3633,412,Banner Generic
351221,CareerBliss~Education 3633,412,Banner Generic
351207,Careerbuilder~Education 3633,412,Banner Generic
351215,Casale Media~Education 3633,412,Banner Generic
351217,GOOGLE~Education 3633,559,Google Banner US
351209,Hydra~Education 3633,412,Banner Generic
351216,Myspace~Education 3633,412,Banner Generic
351214,PayScale~Education 3633,412,Banner Generic
351310,Frontline Direct Inc.~Email 3084,130,Email
351320,Hydra~Education 1038,412,Banner Generic
351321,Adknowledge~Email 3635,366,Adknowledge (email)
351342,gg edu cdn broad,6,Google US
351343,gg edu cdn exact,6,Google US
351344,gg edu cdn content,6,Google US
351340,yahoo edu cdn broad,2,Yahoo US
351341,yahoo edu cdn exact,2,Yahoo US
351360,YAHOO~Education 3653,84,Yahoo Banners
351380,gg mort test lt broad,6,Google US
351382,gg mort test lt content,6,Google US
351383,yahoo mort test lt broad,2,Yahoo US
351384,yahoo mort test lt exact,2,Yahoo US
351400,Glam Media Inc~Education 1038,412,Banner Generic
54241,laptopmobo,390,Affiliates
351036,android welcome email,660,Organic Mobile - Mobile Emails
351264,noref homepage mobile AU,683,Organic Mobile
351294,non-campaign referred mobile FR,682,Organic Search Other Mobile
351420,Adknowledge~Email Rank1 3635,366,Adknowledge (email)
351442,Adknowledge~Email Rank3 3635,366,Adknowledge (email)
351460,BirdDog Media~Education 1038,412,Banner Generic
351500,yahoo edu cdn ron,2,Yahoo US
351520,Hydra~Email 3635,412,Banner Generic
350501,related search ita,557,Organic Search Other
351640,Adknowledge~Email 3673,366,Adknowledge (email)
54281,Cheapstuff,390,Affiliates
54481,ttzmedia,390,Affiliates
351680,msn tech exact,337,MSN Search US
351681,msn edu cdn,337,MSN Search US
351682,msn hg exact,337,MSN Search US
351684,msn cloth exact,337,MSN Search US
351689,yahoo edu dsn exact,2,Yahoo US
351688,yahoo edu dsn broad,2,Yahoo US
351686,gg edu dsn exact,6,Google US
351685,gg edu dsn broad,6,Google US
351687,gg edu dsn content,6,Google US
351700,"Academic Information and directories, Inc~Education 1038",412,Banner Generic
351701,gg hg calibex broad,6,Google US
351702,gg cloth calibex broad,6,Google US
351707,gg cloth calibex content,6,Google US
351704,gg tech calibex content,6,Google US
351705,gg hg calibex content,6,Google US
351706,gg nontech calibex content,6,Google US
351720,msn hotel exact,337,MSN Search US
351740,"Academic Information and directories, Inc~Education 3633",412,Banner Generic
351200,nextag deals rss,557,Organic Search Other
351202,facebook deals rss,557,Organic Search Other
351760,Net Industries LLC~Education 3633,412,Banner Generic
351780,BizNiche Ltd Co~Education 3693,412,Banner Generic
351820,MyPoints.com~Email 3084,130,Email
351840,MyPoints.com~Email 3673,130,Email
351861,Gamevance~Education 3653,412,Banner Generic
351862,Gamevance~Education 1039,412,Banner Generic
351880,msn prod uk exact,391,MSN Search UK
351940,yahoo edu dsn ronstd,2,Yahoo US
351941,yahoo edu dsn ron,2,Yahoo US
351920,gg prod au broad,642,Google AU
351922,gg prod au content,642,Google AU
351923,yahoo prod au broad,643,Yahoo AU
351960,msn prod fr exact,552,MSN Search FR
351980,msn edu cdn exact,337,MSN Search US
352001,msn edu dsn exact,337,MSN Search US
352020,Net Industries LLC~Education 3693,412,Banner Generic
350817,google default jp,651,Google JP
351942,deals widget,253,Organic
352040,Dedicated Media~Education 3693,412,Banner Generic
351724,yahoo prod jp broad,652,Google Yahoo JP
352060,Swizzlestick.com~Education 3693,412,Banner Generic
352081,WebJuice1~Education 3693,130,Email
352101,Gamevance~Mortgage 1003,412,Banner Generic
352100,Gamevance~Mortgage 1031,412,Banner Generic
352121,Gamevance~Product 3491,412,Banner Generic
352140,WebJuice1~Email 3084,130,Email
352180,gg tech smartphone broad,6,Google US
352181,msn deals exact,337,MSN Search US
352182,gg tech smartphone content,6,Google US
352200,yahoo airfare exact synd,253,Organic
352204,yahoo cloth calibex exact synd,2,Yahoo US
352205,yahoo cloth calibex broad synd,2,Yahoo US
352207,yahoo deals broad synd,2,Yahoo US
352209,yahoo edu broad synd,2,Yahoo US
352210,yahoo edu calibex exact synd,2,Yahoo US
352213,yahoo edu cdn broad synd,2,Yahoo US
352215,yahoo edu dsn broad synd,2,Yahoo US
352219,yahoo hg calibex broad synd,2,Yahoo US
352220,yahoo hotel exact synd,2,Yahoo US
352221,yahoo hotel broad synd,2,Yahoo US
352222,yahoo hotel calibex exact synd,2,Yahoo US
352223,yahoo hotel calibex broad synd,2,Yahoo US
352225,yahoo mort broad synd,253,Organic
352227,yahoo mort calibex broad synd,2,Yahoo US
352229,yahoo nextag term broad synd,2,Yahoo US
352230,yahoo nontech exact synd,2,Yahoo US
352233,yahoo nontech calibex broad synd,2,Yahoo US
352234,yahoo tech exact synd,2,Yahoo US
352240,Net Industries LLC~Education 3713,412,Banner Generic
352260,Best Online Universities LLC~Education 3693,412,Banner Generic
352295,msn free - mortgage,556,Organic Search MSN
350787,msn free au,556,Organic Search MSN
350791,google free au,410,Organic Search Google
352297,msn free - tech,556,Organic Search MSN
350788,yahoo default au,643,Yahoo AU
350797,msn default se,647,MSN Search SE
350790,google default au,642,Google AU
350815,msn default jp,653,MSN Search JP
352320,BizNiche Ltd Co~Education 3694,412,Banner Generic
352341,"ClearLead, Inc.~Mortgage 1031",412,Banner Generic
352360,Best Online Universities LLC~Education 3633,412,Banner Generic
352361,Best Online Universities LLC~Education 3713,412,Banner Generic
352380,Media Refined Inc~Education 3693,412,Banner Generic
352400,Careerbuilder~Email 3635,130,Email
352421,College Media Corp~Education 3693,412,Banner Generic
352440,College Media Corp~Education 3713,412,Banner Generic
352442,gg prod fr omniprix exact,550,Google FR
352444,gg hotel trc broad,6,Google US
352446,gg hotel trc content,6,Google US
352443,gg prod fr omniprix content,550,Google FR
352461,Joined.com~Education 3633,412,Banner Generic
352462,Joined.com~Education 3693,412,Banner Generic
352460,Joined.com~Education 3713,412,Banner Generic
352480,gg mort hlo broad,6,Google US
352481,gg mort hlo exact,6,Google US
352482,gg mort hlo content,6,Google US
352500,gg tech kw content,6,Google US
352501,gg hg kw content,6,Google US
352502,gg cloth kw content,6,Google US
352520,NexTag_Education~Miscellaneous 3552,412,Banner Generic
352503,gg nontech kw content,6,Google US
352540,NexTag_Education~Credit 3129,412,Banner Generic
352541,NexTag_Education~Product 3733,412,Banner Generic
352560,gg edu dsn custom content,6,Google US
352601,"Unigo, LLC~Education 3693",412,Banner Generic
352620,gg tech calibex exact,6,Google US
352622,gg nontech calibex exact,6,Google US
352623,gg cloth calibex exact,6,Google US
352640,Best Online Universities LLC~Education 3694,412,Banner Generic
352282,yahoo free - cloth,558,Organic Search Yahoo
352292,msn free - cloth,556,Organic Search MSN
352680,channel clarity~Education 1039,412,Banner Generic
352284,yahoo free - hg,558,Organic Search Yahoo
352700,yahoo edu dsn rop,2,Yahoo US
54941,digitaltrends,390,Affiliates
53521,digreview,390,Affiliates
54741,shopamd,390,Affiliates
54901,imagingresource,390,Affiliates
54841,carsdirect,390,Affiliates
55121,jonoman1,390,Affiliates
55221,Windstream,390,Affiliates
54961,huntoutdoordeal,390,Affiliates
352720,Frontline Direct Inc.~Email 3635,130,Email
352740,yahoo edu cdn im,2,Yahoo US
352780,"Unigo, LLC~Education 3713",412,Banner Generic
352298,msn free - travel,556,Organic Search MSN
352820,gg hg smartphone broad,6,Google US
352821,gg hg smartphone content,6,Google US
352822,gg nontech smartphone broad,6,Google US
352823,gg nontech smartphone content,6,Google US
352824,gg cloth smartphone broad,6,Google US
352825,gg cloth smartphone content,6,Google US
352826,gg hg mobile broad,6,Google US
352827,gg hg mobile content,6,Google US
352828,gg nontech mobile broad,6,Google US
352829,gg nontech mobile content,6,Google US
352830,gg cloth mobile broad,6,Google US
352831,gg cloth mobile content,6,Google US
352860,Gamevance~Education 1038,412,Banner Generic
352880,Frontline Direct Inc.~Education 3713,130,Email
352901,Dedicated Media~Education 3694,412,Banner Generic
352920,ModernAd Media~Email 3635,412,Banner Generic
352940,yahoo hotel trc broad,2,Yahoo US
352960,vibrant deals,3,Altavista
352980,"Academic Information and directories, Inc~Education 3694",412,Banner Generic
353001,Ward Media Inc.~Education 3694,412,Banner Generic
353020,Northwest Ventures LLC~Education 3693,412,Banner Generic
353041,yahoo hotel trc exact synd,2,Yahoo US
351723,gg prod jp content,651,Google JP
353040,yahoo hotel trc broad synd,2,Yahoo US
353120,XA.net~Education 3653,412,Banner Generic
353140,XA.net~Education 1039,412,Banner Generic
352231,yahoo nontech broad synd,2,Yahoo US
353160,gg only prod de broad,551,Google DE
353161,gg only prod de exact,551,Google DE
351725,yahoo prod jp exact,652,Google Yahoo JP
352216,yahoo hg exact synd,2,Yahoo US
352235,yahoo tech broad synd,2,Yahoo US
352237,yahoo tech calibex broad synd,2,Yahoo US
352218,yahoo hg calibex exact synd,2,Yahoo US
353220,gg prod de geo broad,551,Google DE
353222,gg prod es geo broad,620,Google ES
353223,gg prod es lang broad,620,Google ES
353225,gg prod ita lang broad,639,Google ITA
351240,google free mobile,679,Organic Search Google Mobile
351249,msn free mobile,681,Organic Search MSN Mobile
351283,yahoo free mobile,680,Organic Search Yahoo Mobile
351292,non-campaign referred mobile,682,Organic Search Other Mobile
350420,android mobile app,659,Organic Mobile - Mobile Apps
350421,iphone mobile app,659,Organic Mobile - Mobile Apps
350422,blackberry mobile app,659,Organic Mobile - Mobile Apps
351020,mobile welcome generic email,660,Organic Mobile - Mobile Emails
351028,iphone welcome email,660,Organic Mobile - Mobile Emails
350988,iphone welcome sms,660,Organic Mobile - Mobile Emails
350996,android welcome sms,660,Organic Mobile - Mobile Emails
351301,noref mobile,684,Other Mobile
351660,Facebook Sharing US,253,Organic
351662,Email Sharing US,253,Organic
352281,yahoo free - bmv,558,Organic Search Yahoo
352286,yahoo free - nontech,558,Organic Search Yahoo
352290,msn free - autos,556,Organic Search MSN
352293,msn free - education,556,Organic Search MSN
352296,msn free - nontech,556,Organic Search MSN
352721,GOOGLE~Mobile 3634,559,Google Banner US
351241,google free mobile UK,679,Organic Search Google Mobile
351250,msn free mobile UK,681,Organic Search MSN Mobile
351259,noref homepage mobile UK,683,Organic Mobile
351284,yahoo free mobile UK,680,Organic Search Yahoo Mobile
351061,mobile welcome generic sms UK,660,Organic Mobile - Mobile Emails
351021,mobile welcome generic email UK,660,Organic Mobile - Mobile Emails
351037,android welcome email UK,660,Organic Mobile - Mobile Emails
350981,blackberry welcome sms UK,660,Organic Mobile - Mobile Emails
350997,android welcome sms UK,660,Organic Mobile - Mobile Emails
351302,noref mobile UK,684,Other Mobile
352160,aol free uk,557,Organic Search Other
351242,google free mobile FR,679,Organic Search Google Mobile
351251,msn free mobile FR,681,Organic Search MSN Mobile
351285,yahoo free mobile FR,680,Organic Search Yahoo Mobile
351062,mobile welcome generic sms FR,660,Organic Mobile - Mobile Emails
351070,blackberry welcome email FR,660,Organic Mobile - Mobile Emails
351022,mobile welcome generic email FR,660,Organic Mobile - Mobile Emails
351030,iphone welcome email FR,660,Organic Mobile - Mobile Emails
350982,blackberry welcome sms FR,660,Organic Mobile - Mobile Emails
350998,android welcome sms FR,660,Organic Mobile - Mobile Emails
351303,noref mobile FR,684,Other Mobile
351622,Desktop Send-to-Phone FR,660,Organic Mobile - Mobile Emails
352172,ask free fr,557,Organic Search Other
351252,msn free mobile DE,681,Organic Search MSN Mobile
351261,noref homepage mobile DE,683,Organic Mobile
351023,mobile welcome generic email DE,660,Organic Mobile - Mobile Emails
351039,android welcome email DE,660,Organic Mobile - Mobile Emails
350991,iphone welcome sms DE,660,Organic Mobile - Mobile Emails
351304,noref mobile DE,684,Other Mobile
351623,Desktop Send-to-Phone DE,660,Organic Mobile - Mobile Emails
352171,ask free de,557,Organic Search Other
351254,msn free mobile CA,681,Organic Search MSN Mobile
351288,yahoo free mobile CA,680,Organic Search Yahoo Mobile
351297,non-campaign referred mobile CA,682,Organic Search Other Mobile
351072,blackberry welcome email CA,660,Organic Mobile - Mobile Emails
351032,iphone welcome email CA,660,Organic Mobile - Mobile Emails
350984,blackberry welcome sms CA,660,Organic Mobile - Mobile Emails
351000,android welcome sms CA,660,Organic Mobile - Mobile Emails
352167,aol free ca,557,Organic Search Other
351246,google free mobile AU,679,Organic Search Google Mobile
351255,msn free mobile AU,681,Organic Search MSN Mobile
351298,non-campaign referred mobile AU,682,Organic Search Other Mobile
350843,non-campaign referred au,557,Organic Search Other
350784,noref homepage au,253,Organic
352175,ask free au,557,Organic Search Other
351244,google free mobile ES,679,Organic Search Google Mobile
351262,noref homepage mobile ES,683,Organic Mobile
351296,non-campaign referred mobile ES,682,Organic Search Other Mobile
351065,mobile welcome generic sms ES,660,Organic Mobile - Mobile Emails
351073,blackberry welcome email ES,660,Organic Mobile - Mobile Emails
351025,mobile welcome generic email ES,660,Organic Mobile - Mobile Emails
351033,iphone welcome email ES,660,Organic Mobile - Mobile Emails
350985,blackberry welcome sms ES,660,Organic Mobile - Mobile Emails
351001,android welcome sms ES,660,Organic Mobile - Mobile Emails
351305,noref mobile ES,684,Other Mobile
352165,aol free es,557,Organic Search Other
352174,ask free es,557,Organic Search Other
351265,noref homepage mobile ITA,683,Organic Mobile
351290,yahoo free mobile ITA,680,Organic Search Yahoo Mobile
351299,non-campaign referred mobile ITA,682,Organic Search Other Mobile
350601,noref homepage ita,253,Organic
351066,mobile welcome generic ITA,660,Organic Mobile - Mobile Emails
350845,non-campaign referred ita,557,Organic Search Other
351026,mobile welcome generic email ITA,660,Organic Mobile - Mobile Emails
351042,android welcome email ITA,660,Organic Mobile - Mobile Emails
350994,iphone welcome sms ITA,660,Organic Mobile - Mobile Emails
351627,Desktop Send-to-Phone ITA,660,Organic Mobile - Mobile Emails
352173,ask free ita,557,Organic Search Other
351248,google free mobile JP,679,Organic Search Google Mobile
351257,msn free mobile JP,681,Organic Search MSN Mobile
351266,noref homepage mobile JP,683,Organic Mobile
351291,yahoo free mobile JP,680,Organic Search Yahoo Mobile
351300,non-campaign referred mobile JP,682,Organic Search Other Mobile
351075,blackberry welcome email JP,660,Organic Mobile - Mobile Emails
351027,mobile welcome generic email JP,660,Organic Mobile - Mobile Emails
351035,iphone welcome email JP,660,Organic Mobile - Mobile Emails
350810,noref jp,363,others
350812,related search jp,557,Organic Search Other
350816,msn free jp,556,Organic Search MSN
350987,blackberry welcome sms JP,660,Organic Mobile - Mobile Emails
351003,android welcome sms JP,660,Organic Mobile - Mobile Emails
351309,noref mobile JP,684,Other Mobile
351628,Desktop Send-to-Phone JP,660,Organic Mobile - Mobile Emails
352179,ask free jp,557,Organic Search Other
54762,shopamduk,390,Affiliates
54361,lycostrailFR,390,Affiliates
54765,shopamdfrance,390,Affiliates
54763,shopamdgermany,390,Affiliates
54362,lycostrailES,390,Affiliates
54764,shopamdspain,390,Affiliates
353281,Studio 127~Education 3693,412,Banner Generic
352236,yahoo tech calibex exact synd,2,Yahoo US
54861,user1051226,390,Affiliates
54921,Napacabs.com,390,Affiliates
53541,"Buy Squad, Inc.",390,Affiliates
54863,Bargain Buy Pet Supl,390,Affiliates
53562,MercantilaAffil,390,Affiliates
53561,techbargains,390,Affiliates
54421,Kaleidonet,390,Affiliates
54342,passwird,390,Affiliates
54401,wesaunard,390,Affiliates
54441,Everything,390,Affiliates
54501,shmerns,390,Affiliates
54521,mcramer,390,Affiliates
55101,puridiom,390,Affiliates
54542,brosin,390,Affiliates
54581,maxgreen6333,390,Affiliates
55461,MikeSF,390,Affiliates
54801,florinosci,390,Affiliates
54681,cpelanne,390,Affiliates
54701,nicbain,390,Affiliates
54802,foldalong,390,Affiliates
54804,TunesOnTheTube,390,Affiliates
54806,BeThin,390,Affiliates
55001,ihdtvreview,390,Affiliates
55301,khoo71,390,Affiliates
55003,Sassin,390,Affiliates
55002,vulcanmike,390,Affiliates
55061,AdMaxMedia,390,Affiliates
55081,sloughmiller,390,Affiliates
55161,technologyguide,390,Affiliates
55181,nuLime,390,Affiliates
55241,eastwood816,390,Affiliates
55422,Notime007,390,Affiliates
55421,maryannsshoppe,390,Affiliates
55321,edrupert,390,Affiliates
55341,Jungle Blowgun Co.,390,Affiliates
55361,rbilsbor,390,Affiliates
55681,BartonNetworks,390,Affiliates
55401,ectnews,390,Affiliates
55423,camerascouk,390,Affiliates
55441,digitalismedia,390,Affiliates
55481,kfordhunch,390,Affiliates
55501,pricegong,390,Affiliates
55521,PFire77,390,Affiliates
55541,myspace1,390,Affiliates
55641,thomaskupracz,390,Affiliates
55581,ShopWiki,390,Affiliates
55621,cscurrie123,390,Affiliates
55701,djdeepen,390,Affiliates
55721,n4ujw,390,Affiliates
55741,UsedPrice,390,Affiliates
55561,IBShopping-steves-digicams,390,Affiliates
54109,MercantilaAffil-activitytables-store,390,Affiliates
54213,MercantilaAffil-aerobed-superstore,390,Affiliates
54136,MercantilaAffil-air-bed-superstore,390,Affiliates
53948,MercantilaAffil-air-purifier-direct,390,Affiliates
54189,MercantilaAffil-airhockeytables-by-mercantila,390,Affiliates
54151,MercantilaAffil-arborsandtrellises-store,390,Affiliates
53985,MercantilaAffil-armoiresinc,390,Affiliates
53944,MercantilaAffil-automatic-pool-cleaners,390,Affiliates
54134,MercantilaAffil-babystrollers-store,390,Affiliates
54017,MercantilaAffil-barandpubtable-store,390,Affiliates
53969,MercantilaAffil-barstools-by-mercantila,390,Affiliates
54079,MercantilaAffil-baseball-equipment-guide,390,Affiliates
54139,MercantilaAffil-bassinets-store,390,Affiliates
54103,MercantilaAffil-bathroomcabinets-store,390,Affiliates
54086,MercantilaAffil-bathroomscales-store,390,Affiliates
54004,MercantilaAffil-bbqsinc,390,Affiliates
54176,MercantilaAffil-beanbags-store,390,Affiliates
54067,MercantilaAffil-bicycletrailers-store,390,Affiliates
54124,MercantilaAffil-bodycraft-store,390,Affiliates
54038,MercantilaAffil-bookcasesinc,390,Affiliates
54118,MercantilaAffil-briefcases-store,390,Affiliates
54075,MercantilaAffil-buffetsandsideboards-store,390,Affiliates
54063,MercantilaAffil-bulletinboards-store,390,Affiliates
53965,MercantilaAffil-bunkbedsinc,390,Affiliates
54022,MercantilaAffil-canopies-store,390,Affiliates
54123,MercantilaAffil-canopybedsinc,390,Affiliates
54066,MercantilaAffil-cdanddvdstorage-store,390,Affiliates
54054,MercantilaAffil-chairs-store,390,Affiliates
54175,MercantilaAffil-chandeliers-store,390,Affiliates
54036,MercantilaAffil-chest-store,390,Affiliates
54088,MercantilaAffil-chinacabinets-store,390,Affiliates
54197,MercantilaAffil-clawfoottubs-store,390,Affiliates
54104,MercantilaAffil-computercart-store,390,Affiliates
54188,MercantilaAffil-computertable-store,390,Affiliates
54115,MercantilaAffil-conferencetables-store,390,Affiliates
54172,MercantilaAffil-cribbedding-store,390,Affiliates
54140,MercantilaAffil-cribsco,390,Affiliates
54207,MercantilaAffil-cubbies-store,390,Affiliates
53999,MercantilaAffil-curiocabinetsinc,390,Affiliates
54217,MercantilaAffil-cutleries-store,390,Affiliates
54147,MercantilaAffil-decorativemirrors-store,390,Affiliates
54037,MercantilaAffil-desksco,390,Affiliates
53976,MercantilaAffil-diningtables-store,390,Affiliates
54018,MercantilaAffil-dogbeds-store,390,Affiliates
54148,MercantilaAffil-dollhouse-store,390,Affiliates
54011,MercantilaAffil-draftingtablesinc,390,Affiliates
54031,MercantilaAffil-dressersinc,390,Affiliates
53990,MercantilaAffil-earthlite-store,390,Affiliates
54216,MercantilaAffil-electricfireplaces-store,390,Affiliates
54169,MercantilaAffil-electricrange-store,390,Affiliates
54094,MercantilaAffil-ellipticaltrainerinc,390,Affiliates
54090,MercantilaAffil-entertainmentcentersinc,390,Affiliates
54117,MercantilaAffil-espressomachinesinc,390,Affiliates
53939,MercantilaAffil-exercise-bikes-direct,390,Affiliates
54203,MercantilaAffil-extreme-sports-guide,390,Affiliates
54194,MercantilaAffil-fireplacemantels-store,390,Affiliates
54073,MercantilaAffil-fireplacescreens-by-mercantila,390,Affiliates
53942,MercantilaAffil-fitness-equipment-superstore,390,Affiliates
54095,MercantilaAffil-foldingtables-store,390,Affiliates
53992,MercantilaAffil-fountains-by-mercantila,390,Affiliates
54107,MercantilaAffil-furnitureusainc,390,Affiliates
53943,MercantilaAffil-futons-store,390,Affiliates
53978,MercantilaAffil-futonusainc,390,Affiliates
54208,MercantilaAffil-garbagedisposals-store,390,Affiliates
54171,MercantilaAffil-gardencarts-store,390,Affiliates
54167,MercantilaAffil-gasfireplaces-store,390,Affiliates
54026,MercantilaAffil-gliders-store,390,Affiliates
54041,MercantilaAffil-gravity-boots,390,Affiliates
54087,MercantilaAffil-greenhouses-by-mercantila,390,Affiliates
54218,MercantilaAffil-gyrotonic-guide,390,Affiliates
54127,MercantilaAffil-hammock-guide,390,Affiliates
54016,MercantilaAffil-hammock-superstore,390,Affiliates
54071,MercantilaAffil-headboardsandfootboards-store,390,Affiliates
54052,MercantilaAffil-heart-rate-monitor-superstore,390,Affiliates
53950,MercantilaAffil-home-gym-direct,390,Affiliates
54033,MercantilaAffil-homebars-store,390,Affiliates
53949,MercantilaAffil-homebarsinc,390,Affiliates
54069,MercantilaAffil-homegymsinc,390,Affiliates
54132,MercantilaAffil-hospitalbeds-store,390,Affiliates
54177,MercantilaAffil-howardmiller-store,390,Affiliates
53971,MercantilaAffil-icemakers-store,390,Affiliates
54174,MercantilaAffil-indoor-group-cycling-guide,390,Affiliates
54046,MercantilaAffil-indoorbench-store,390,Affiliates
54014,MercantilaAffil-inversion-therapy,390,Affiliates
54081,MercantilaAffil-ironingboards-store,390,Affiliates
54201,MercantilaAffil-jewelryboxes-store,390,Affiliates
54083,MercantilaAffil-juke-box-superstore,390,Affiliates
53960,MercantilaAffil-kidsbed-store,390,Affiliates
54114,MercantilaAffil-kidsrugs-store,390,Affiliates
53975,MercantilaAffil-kitchen-island-superstore,390,Affiliates
54029,MercantilaAffil-kitchenislandinc,390,Affiliates
54199,MercantilaAffil-lacrosse-equipment-guide,390,Affiliates
54200,MercantilaAffil-lawnmowers-store,390,Affiliates
54084,MercantilaAffil-lingeriechest-store,390,Affiliates
54181,MercantilaAffil-lobster-store,390,Affiliates
53997,MercantilaAffil-loftbedsinc,390,Affiliates
54162,MercantilaAffil-loungechairs-store,390,Affiliates
54180,MercantilaAffil-massage-accessory-superstore,390,Affiliates
53974,MercantilaAffil-massager-superstore,390,Affiliates
54074,MercantilaAffil-mattresses-store,390,Affiliates
54111,MercantilaAffil-medicinecabinet-store,390,Affiliates
54108,MercantilaAffil-microwavecart-store,390,Affiliates
54211,MercantilaAffil-mitersaws-store,390,Affiliates
54152,MercantilaAffil-mosquito-control-superstore,390,Affiliates
54221,MercantilaAffil-musicbox-store,390,Affiliates
54092,MercantilaAffil-nightstandsinc,390,Affiliates
54057,MercantilaAffil-outdoor-fireplace-superstore,390,Affiliates
53983,MercantilaAffil-outdoorbenches-by-mercantila,390,Affiliates
53956,MercantilaAffil-patio-heater-direct,390,Affiliates
54135,MercantilaAffil-patiofurniture-store,390,Affiliates
54137,MercantilaAffil-patiosets-store,390,Affiliates
54002,MercantilaAffil-pedestalsinks-store,390,Affiliates
53941,MercantilaAffil-pilates-exercise-direct,390,Affiliates
54130,MercantilaAffil-pillow-superstore,390,Affiliates
54158,MercantilaAffil-plantstands-store,390,Affiliates
54049,MercantilaAffil-platformbedinc,390,Affiliates
54032,MercantilaAffil-playground-equipment-guide,390,Affiliates
