PubId,PubName,PubGroupId,PubGroupName
5098,auto insurance credit,311,Nextag Publishing
5099,gg default fr,550,Google FR
5100,gg default de,551,Google DE
5101,oberon dynamic product ad,479,Oberon Banners
5102,insight bb dynamic product banner ad,437,ATT Banners
5105,realytrac dynamic product,494,Realtytrac Banners
5103,3 Interactive EDU banners,334,3 Interactive Banners
5104,weatherbug dynamic product,523,Weatherbug Banners
5106,monster dynamic product,470,Monster.com Banners
5108,united online dynamic product ads,313,United Online Banners
5109,yahoo default,2,Yahoo US
5110,yahoo free de,558,Organic Search Yahoo
5111,yahoo free fr,558,Organic Search Yahoo
5112,msn free de,556,Organic Search MSN
5113,msn free fr,556,Organic Search MSN
5114,noref de,363,others
5115,noref fr,363,others
5117,msn hotmail tagline mort,335,MSN Banners
5116,msn homtail tagline edu,335,MSN Banners
5119,Dnyamic Product Ad Test Publisher,311,Nextag Publishing
5120,Foxnews product shopping,458,Foxnews Banners
9180,121Media~Email 3045,412,Banner Generic
9193,121Media~UK 3189,412,Banner Generic
9194,121Media~UK 3190,412,Banner Generic
7985,247 Real Media~UK 3189,412,Banner Generic
7986,247 Real Media~UK 3190,412,Banner Generic
12086,3 Interactive~UK 3189,412,Banner Generic
12087,3 Interactive~UK 3190,412,Banner Generic
11051,411 WebInteractive~Dynamic 3209,412,Banner Generic
11068,411 WebInteractive~UK 3189,412,Banner Generic
11069,411 WebInteractive~UK 3190,412,Banner Generic
6613,ABC TV~UK 3189,412,Banner Generic
6614,ABC TV~UK 3190,412,Banner Generic
7931,ABC7 los angeles~UK 3189,412,Banner Generic
7932,ABC7 los angeles~UK 3190,412,Banner Generic
8431,ACCIPITER~UK 3189,412,Banner Generic
8432,ACCIPITER~UK 3190,412,Banner Generic
7643,AJPI~UK 3189,412,Banner Generic
7644,AJPI~UK 3190,412,Banner Generic
12054,ALTAVISTA~Product 3020,412,Banner Generic
12059,ALTAVISTA~UK 3189,412,Banner Generic
12060,ALTAVISTA~UK 3190,412,Banner Generic
5124,AOL~BusDev-Edu 3107,412,Banner Generic
5130,AOL~Email 3045,412,Banner Generic
5129,AOL~Email 3084,412,Banner Generic
5133,AOL~Mortgage 3169,412,Banner Generic
5137,AOL~UK 3189,412,Banner Generic
5138,AOL~UK 3190,412,Banner Generic
6565,AP~Credit 3130,412,Banner Generic
6583,AP~UK 3189,412,Banner Generic
6584,AP~UK 3190,412,Banner Generic
11974,ATT~UK 3189,412,Banner Generic
11975,ATT~UK 3190,412,Banner Generic
12000,About.com~UK 3189,412,Banner Generic
12001,About.com~UK 3190,412,Banner Generic
5674,Accelerize~Travel 1042,412,Banner Generic
5675,Accelerize~UK 3189,412,Banner Generic
5676,Accelerize~UK 3190,412,Banner Generic
11717,Accuweather~UK 3189,412,Banner Generic
11718,Accuweather~UK 3190,412,Banner Generic
7598,AdBrite~Education 1038,412,Banner Generic
7604,AdBrite~Mortgage 1031,412,Banner Generic
7605,AdBrite~Mortgage 3169,412,Banner Generic
7613,AdBrite~UK 3189,412,Banner Generic
7614,AdBrite~UK 3190,412,Banner Generic
6099,AdDrive~UK 3189,412,Banner Generic
6100,AdDrive~UK 3190,412,Banner Generic
6441,AdMarketplace~UK 3189,412,Banner Generic
6442,AdMarketplace~UK 3190,412,Banner Generic
11299,Adelphia~UK 3189,412,Banner Generic
11300,Adelphia~UK 3190,412,Banner Generic
6499,Adforce~UK 3189,412,Banner Generic
6500,Adforce~UK 3190,412,Banner Generic
5548,Adknowledge~Education 1039,366,Adknowledge (email)
5550,Adknowledge~Home 3085,366,Adknowledge (email)
5554,Adknowledge~Mortgage 1003,366,Adknowledge (email)
5559,Adknowledge~Spanish 3108,366,Adknowledge (email)
5562,Adknowledge~UK 3189,366,Adknowledge (email)
5563,Adknowledge~UK 3190,366,Adknowledge (email)
11865,Adtegrity~UK 3189,412,Banner Generic
11866,Adtegrity~UK 3190,412,Banner Generic
10302,Advertising.com~UK 3189,412,Banner Generic
10303,Advertising.com~UK 3190,412,Banner Generic
8162,AffiliateSummit~UK 3189,412,Banner Generic
8163,AffiliateSummit~UK 3190,412,Banner Generic
8570,AmericanGreetings~UK 3189,412,Banner Generic
8571,AmericanGreetings~UK 3190,412,Banner Generic
5359,Aptimus~UK 3189,412,Banner Generic
5360,Aptimus~UK 3190,412,Banner Generic
5792,Army.com~UK 3189,412,Banner Generic
5793,Army.com~UK 3190,412,Banner Generic
5212,Ask Jeeves Interactive~Mortgage 3169,412,Banner Generic
5219,Ask Jeeves Interactive~UK 3189,412,Banner Generic
5220,Ask Jeeves Interactive~UK 3190,412,Banner Generic
11328,Autotrader.com~UK 3189,412,Banner Generic
11329,Autotrader.com~UK 3190,412,Banner Generic
6215,BEFREE~UK 3189,412,Banner Generic
6216,BEFREE~UK 3190,412,Banner Generic
10246,BadCredit-Loan~UK 3189,412,Banner Generic
10247,BadCredit-Loan~UK 3190,412,Banner Generic
9738,Bankrate~UK 3189,412,Banner Generic
9739,Bankrate~UK 3190,412,Banner Generic
6526,Belo~UK 3189,412,Banner Generic
6527,Belo~UK 3190,412,Banner Generic
5763,Bible.com~UK 3189,412,Banner Generic
5764,Bible.com~UK 3190,412,Banner Generic
7711,Blue lithium~Education 1038,412,Banner Generic
7727,Blue lithium~UK 3189,412,Banner Generic
7728,Blue lithium~UK 3190,412,Banner Generic
8765,BlueFN~Product 3086,412,Banner Generic
8769,BlueFN~UK 3189,412,Banner Generic
8770,BlueFN~UK 3190,412,Banner Generic
6124,Boston.com~Product 3086,412,Banner Generic
6128,Boston.com~UK 3189,412,Banner Generic
6129,Boston.com~UK 3190,412,Banner Generic
6271,CBS Digital TV~UK 3189,412,Banner Generic
6272,CBS Digital TV~UK 3190,412,Banner Generic
8600,CBS~UK 3189,412,Banner Generic
8601,CBS~UK 3190,412,Banner Generic
6000,CLASSMATES~Home 3085,412,Banner Generic
6001,CLASSMATES~Internal 3149,412,Banner Generic
6010,CLASSMATES~UK 3189,412,Banner Generic
6011,CLASSMATES~UK 3190,412,Banner Generic
8357,CNN~Education 1039,412,Banner Generic
8364,CNN~Mortgage 1003,412,Banner Generic
8372,CNN~UK 3189,412,Banner Generic
8373,CNN~UK 3190,412,Banner Generic
5821,CPX Interactive~UK 3189,412,Banner Generic
5822,CPX Interactive~UK 3190,412,Banner Generic
11270,CS Monitor Direct~UK 3189,412,Banner Generic
11271,CS Monitor Direct~UK 3190,412,Banner Generic
6626,Careerbuilder~Education 1039,412,Banner Generic
6641,Careerbuilder~UK 3189,412,Banner Generic
6642,Careerbuilder~UK 3190,412,Banner Generic
9206,Casale Media~Education 1038,412,Banner Generic
9213,Casale Media~Mortgage 1031,412,Banner Generic
9223,Casale Media~UK 3189,412,Banner Generic
9224,Casale Media~UK 3190,412,Banner Generic
5589,Cendant~UK 3189,412,Banner Generic
5590,Cendant~UK 3190,412,Banner Generic
11241,CheapTickets~UK 3189,412,Banner Generic
11242,CheapTickets~UK 3190,412,Banner Generic
8966,ChristianScienceMonitor~UK 3189,412,Banner Generic
8967,ChristianScienceMonitor~UK 3190,412,Banner Generic
11892,Clearchannel~UK 3189,412,Banner Generic
11893,Clearchannel~UK 3190,412,Banner Generic
6542,ClickDiario~Home 1043,412,Banner Generic
6543,ClickDiario~Home 3085,412,Banner Generic
6555,ClickDiario~UK 3189,412,Banner Generic
6556,ClickDiario~UK 3190,412,Banner Generic
10415,Collective media~UK 3189,412,Banner Generic
10416,Collective media~UK 3190,412,Banner Generic
8072,College-Scholarships~UK 3189,412,Banner Generic
8073,College-Scholarships~UK 3190,412,Banner Generic
11469,Comcast~UK 3189,412,Banner Generic
11470,Comcast~UK 3190,412,Banner Generic
8543,Community Connect~UK 3189,412,Banner Generic
8544,Community Connect~UK 3190,412,Banner Generic
6721,ConsumerInfo~UK 3189,412,Banner Generic
6722,ConsumerInfo~UK 3190,412,Banner Generic
8102,Context web~UK 3189,412,Banner Generic
8103,Context web~UK 3190,412,Banner Generic
5647,CoolSavings~UK 3189,412,Banner Generic
5648,CoolSavings~UK 3190,412,Banner Generic
5261,Cox~Education 1039,412,Banner Generic
5273,Cox~UK 3189,412,Banner Generic
5274,Cox~UK 3190,412,Banner Generic
11097,DMO Global~UK 3189,412,Banner Generic
11098,DMO Global~UK 3190,412,Banner Generic
7202,DOUBLECLICK~Product 3020,412,Banner Generic
7207,DOUBLECLICK~UK 3189,412,Banner Generic
7208,DOUBLECLICK~UK 3190,412,Banner Generic
7697,Datran~Travel 1042,412,Banner Generic
7698,Datran~UK 3189,412,Banner Generic
7699,Datran~UK 3190,412,Banner Generic
9940,Dexonline.com~UK 3189,412,Banner Generic
9941,Dexonline.com~UK 3190,412,Banner Generic
5474,Digital Root~UK 3189,412,Banner Generic
5475,Digital Root~UK 3190,412,Banner Generic
11182,DigitalMoses~UK 3189,412,Banner Generic
11183,DigitalMoses~UK 3190,412,Banner Generic
5150,Direct-Revenue~Education 1038,412,Banner Generic
5166,Direct-Revenue~UK 3189,412,Banner Generic
5167,Direct-Revenue~UK 3190,412,Banner Generic
7295,Dow Jones Online~UK 3189,412,Banner Generic
7296,Dow Jones Online~UK 3190,412,Banner Generic
11607,Drive PM~UK 3189,412,Banner Generic
11608,Drive PM~UK 3190,412,Banner Generic
9310,Drudge Report~UK 3189,412,Banner Generic
9311,Drudge Report~UK 3190,412,Banner Generic
11921,EBaums World~UK 3189,412,Banner Generic
11922,EBaums World~UK 3190,412,Banner Generic
5618,EMAIL~UK 3189,412,Banner Generic
5619,EMAIL~UK 3190,412,Banner Generic
7033,ESPOTTING~UK 3189,412,Banner Generic
7034,ESPOTTING~UK 3190,412,Banner Generic
7350,Earthlink~UK 3189,412,Banner Generic
7351,Earthlink~UK 3190,412,Banner Generic
11123,Ebay.com~UK 3189,412,Banner Generic
11124,Ebay.com~UK 3190,412,Banner Generic
11521,Electronic Arts~UK 3189,412,Banner Generic
11522,Electronic Arts~UK 3190,412,Banner Generic
7496,Equifax~UK 3189,412,Banner Generic
7497,Equifax~UK 3190,412,Banner Generic
9680,EscapeHomes~UK 3189,412,Banner Generic
9681,EscapeHomes~UK 3190,412,Banner Generic
7585,Excite~UK 3189,412,Banner Generic
7586,Excite~UK 3190,412,Banner Generic
6158,Exitexchange~UK 3189,412,Banner Generic
6159,Exitexchange~UK 3190,412,Banner Generic
9538,Experclick~UK 3189,412,Banner Generic
9539,Experclick~UK 3190,412,Banner Generic
10811,EzBoard Inc~UK 3189,412,Banner Generic
10812,EzBoard Inc~UK 3190,412,Banner Generic
11776,FAST~UK 3189,412,Banner Generic
11777,FAST~UK 3190,412,Banner Generic
11152,FINDWHAT~UK 3189,412,Banner Generic
11153,FINDWHAT~UK 3190,412,Banner Generic
10704,FastForward~UK 3189,412,Banner Generic
10705,FastForward~UK 3190,412,Banner Generic
7958,Fastclick~UK 3189,412,Banner Generic
7959,Fastclick~UK 3190,412,Banner Generic
10081,FeedBurner~UK 3189,412,Banner Generic
10082,FeedBurner~UK 3190,412,Banner Generic
7236,Forbes~UK 3189,412,Banner Generic
7237,Forbes~UK 3190,412,Banner Generic
7875,Fox.com~Auto 1036,412,Banner Generic
7890,Fox.com~Home 3085,412,Banner Generic
7896,Fox.com~Product 3020,412,Banner Generic
7898,Fox.com~Spanish 3108,412,Banner Generic
7901,Fox.com~UK 3189,412,Banner Generic
7902,Fox.com~UK 3190,412,Banner Generic
10726,Foxnews~UK 3189,412,Banner Generic
10727,Foxnews~UK 3190,412,Banner Generic
8043,GATOR~UK 3189,412,Banner Generic
8044,GATOR~UK 3190,412,Banner Generic
9693,GOOGLE~Education 1038,559,Google Banner US
9694,GOOGLE~Education 1039,559,Google Banner US
9702,GOOGLE~Mortgage 1003,559,Google Banner US
9700,GOOGLE~Mortgage 1031,559,Google Banner US
9705,gg dyps retarget backup,559,Google Banner US
9710,GOOGLE~UK 3189,699,Google Banner UK
9711,GOOGLE~UK 3190,699,Google Banner UK
11443,GOTO~UK 3189,412,Banner Generic
11444,GOTO~UK 3190,412,Banner Generic
5734,Gannett~UK 3189,412,Banner Generic
5735,Gannett~UK 3190,412,Banner Generic
6324,HOUSEADS~UK 3189,412,Banner Generic
6325,HOUSEADS~UK 3190,412,Banner Generic
8236,Hispanoclick~UK 3189,412,Banner Generic
8237,Hispanoclick~UK 3190,412,Banner Generic
7092,Hollywood Media~UK 3189,412,Banner Generic
7093,Hollywood Media~UK 3190,412,Banner Generic
7266,Homestore~UK 3189,412,Banner Generic
7267,Homestore~UK 3190,412,Banner Generic
6382,Hotbar~UK 3189,412,Banner Generic
6383,Hotbar~UK 3190,412,Banner Generic
11636,HowStuffWorks~UK 3189,412,Banner Generic
11637,HowStuffWorks~UK 3190,412,Banner Generic
7864,Huffington~Mortgage 1003,412,Banner Generic
7865,Huffington~Ops 1011,412,Banner Generic
7872,Huffington~UK 3189,412,Banner Generic
7873,Huffington~UK 3190,412,Banner Generic
5908,"Hurricane Digital Media, LLC~UK 3189",412,Banner Generic
5909,"Hurricane Digital Media, LLC~UK 3190",412,Banner Generic
8291,I/PRO Corporation~UK 3189,412,Banner Generic
8292,I/PRO Corporation~UK 3190,412,Banner Generic
10836,IBS Network~UK 3189,412,Banner Generic
10837,IBS Network~UK 3190,412,Banner Generic
8401,ICON Ad Solutions~UK 3189,412,Banner Generic
8402,ICON Ad Solutions~UK 3190,412,Banner Generic
10563,Imaginova Corp.~UK 3189,412,Banner Generic
10564,Imaginova Corp.~UK 3190,412,Banner Generic
8459,Improved Results~UK 3189,412,Banner Generic
8460,Improved Results~UK 3190,412,Banner Generic
8855,ImpulseLeads~UK 3189,412,Banner Generic
8856,ImpulseLeads~UK 3190,412,Banner Generic
10110,Industrybrains~UK 3189,412,Banner Generic
10111,Industrybrains~UK 3190,412,Banner Generic
8500,Intellicast Group~Credit 3129,412,Banner Generic
8515,Intellicast Group~UK 3189,412,Banner Generic
8516,Intellicast Group~UK 3190,412,Banner Generic
9401,Interclick~BusDev-Mort 3106,412,Banner Generic
9422,Interclick~UK 3189,412,Banner Generic
9423,Interclick~UK 3190,412,Banner Generic
9338,Interest.com~UK 3189,412,Banner Generic
9339,Interest.com~UK 3190,412,Banner Generic
8191,Internet Advertising Group~UK 3189,412,Banner Generic
8192,Internet Advertising Group~UK 3190,412,Banner Generic
9482,Iwin~UK 3189,412,Banner Generic
9483,Iwin~UK 3190,412,Banner Generic
7757,Iwon~UK 3189,412,Banner Generic
7758,Iwon~UK 3190,412,Banner Generic
9252,JMAX~UK 3189,412,Banner Generic
9253,JMAX~UK 3190,412,Banner Generic
7324,Jerusalem Post~UK 3189,412,Banner Generic
7325,Jerusalem Post~UK 3190,412,Banner Generic
9079,Journal Interactive~UK 3189,412,Banner Generic
9080,Journal Interactive~UK 3190,412,Banner Generic
7525,Knight Ridder~UK 3189,412,Banner Generic
7526,Knight Ridder~UK 3190,412,Banner Generic
10674,KowaBunga Technologies~UK 3189,412,Banner Generic
10675,KowaBunga Technologies~UK 3190,412,Banner Generic
10894,LOOKSMART~UK 3189,412,Banner Generic
10895,LOOKSMART~UK 3190,412,Banner Generic
5447,LSD~UK 3189,412,Banner Generic
5448,LSD~UK 3190,412,Banner Generic
7151,LSF Network~UK 3189,412,Banner Generic
7152,LSF Network~UK 3190,412,Banner Generic
10473,LYCOS~UK 3189,412,Banner Generic
10474,LYCOS~UK 3190,412,Banner Generic
9000,Lee~AutoIns 1035,412,Banner Generic
9024,Lee~UK 3189,412,Banner Generic
9025,Lee~UK 3190,412,Banner Generic
5389,LendGo~UK 3189,412,Banner Generic
5390,LendGo~UK 3190,412,Banner Generic
8976,Lendance~Credit 3130,412,Banner Generic
8996,Lendance~UK 3189,412,Banner Generic
8997,Lendance~UK 3190,412,Banner Generic
6471,LendingTips~UK 3189,412,Banner Generic
6472,LendingTips~UK 3190,412,Banner Generic
6069,LifeScript~UK 3189,412,Banner Generic
6070,LifeScript~UK 3190,412,Banner Generic
9997,LiveJournal~UK 3189,412,Banner Generic
9998,LiveJournal~UK 3190,412,Banner Generic
8489,Livedeal~UK 3189,412,Banner Generic
8490,Livedeal~UK 3190,412,Banner Generic
11806,Los Angels Newspaper Group~UK 3189,412,Banner Generic
11807,Los Angels Newspaper Group~UK 3190,412,Banner Generic
5924,MSN~Product 3020,412,Banner Generic
5928,MSN~UK 3189,412,Banner Generic
5929,MSN~UK 3190,412,Banner Generic
7062,Max Media Inc.~UK 3189,412,Banner Generic
7063,Max Media Inc.~UK 3190,412,Banner Generic
9825,McClatchy~UK 3189,412,Banner Generic
9826,McClatchy~UK 3190,412,Banner Generic
6973,Media General~UK 3189,412,Banner Generic
6974,Media General~UK 3190,412,Banner Generic
10864,Media News Group~UK 3189,412,Banner Generic
10865,Media News Group~UK 3190,412,Banner Generic
7654,Memolink~Credit 3129,412,Banner Generic
7652,Memolink~Credit 3132,412,Banner Generic
7672,Memolink~UK 3189,412,Banner Generic
7673,Memolink~UK 3190,412,Banner Generic
8656,MinneapolisStar~UK 3189,412,Banner Generic
8657,MinneapolisStar~UK 3190,412,Banner Generic
10330,Monster~UK 3189,412,Banner Generic
10331,Monster~UK 3190,412,Banner Generic
10533,Morris~UK 3189,412,Banner Generic
10534,Morris~UK 3190,412,Banner Generic
11357,Mortgage-Bargains~UK 3189,412,Banner Generic
11358,Mortgage-Bargains~UK 3190,412,Banner Generic
10954,MyFICO~UK 3189,412,Banner Generic
10955,MyFICO~UK 3190,412,Banner Generic
9366,MyGeek~UK 3189,412,Banner Generic
9367,MyGeek~UK 3190,412,Banner Generic
9550,Myspace~Dynamic 3209,412,Banner Generic
9561,Myspace~Product 3020,412,Banner Generic
9564,Myspace~Travel 1037,412,Banner Generic
9566,Myspace~UK 3189,412,Banner Generic
9567,Myspace~UK 3190,412,Banner Generic
10358,NBCUniversal~UK 3189,412,Banner Generic
10359,NBCUniversal~UK 3190,412,Banner Generic
8331,NEXTAGPUBLISHERGROUP~Dynamic 3209,412,Banner Generic
8344,NEXTAGPUBLISHERGROUP~UK 3189,412,Banner Generic
8345,NEXTAGPUBLISHERGROUP~UK 3190,412,Banner Generic
12030,NY Post~UK 3189,412,Banner Generic
12031,NY Post~UK 3190,412,Banner Generic
6919,Nascar~UK 3189,412,Banner Generic
6920,Nascar~UK 3190,412,Banner Generic
10444,Nasdaq~UK 3189,412,Banner Generic
10445,Nasdaq~UK 3190,412,Banner Generic
7179,National Geographic~UK 3189,412,Banner Generic
7180,National Geographic~UK 3190,412,Banner Generic
6789,New York Times~Credit 3129,412,Banner Generic
6791,New York Times~Education 1038,412,Banner Generic
6802,New York Times~Product 3020,412,Banner Generic
6807,New York Times~UK 3189,412,Banner Generic
6808,New York Times~UK 3190,412,Banner Generic
11950,Newsmax~UK 3189,412,Banner Generic
11951,Newsmax~UK 3190,412,Banner Generic
9741,Nextag~Auto 1036,412,Banner Generic
9743,Nextag~Autos 1041,412,Banner Generic
9750,Nextag~Education 1038,412,Banner Generic
9752,Nextag~Email 3084,412,Banner Generic
9761,Nextag~Product 3020,412,Banner Generic
9766,Nextag~UK 3189,412,Banner Generic
9767,Nextag~UK 3190,412,Banner Generic
5955,OC Register~UK 3189,412,Banner Generic
5956,OC Register~UK 3190,412,Banner Generic
8261,Oberon~UK 3189,412,Banner Generic
8262,Oberon~UK 3190,412,Banner Generic
11835,Oprah.com~UK 3189,412,Banner Generic
11836,Oprah.com~UK 3190,412,Banner Generic
5678,Oridian~Auto 1036,412,Banner Generic
5704,Oridian~UK 3189,412,Banner Generic
5705,Oridian~UK 3190,412,Banner Generic
11746,Ottoway~UK 3189,412,Banner Generic
11747,Ottoway~UK 3190,412,Banner Generic
8713,PGA~UK 3189,412,Banner Generic
8714,PGA~UK 3190,412,Banner Generic
5248,PPLUS~UK 3189,412,Banner Generic
5249,PPLUS~UK 3190,412,Banner Generic
7380,PeakAdvertising~UK 3189,412,Banner Generic
7381,PeakAdvertising~UK 3190,412,Banner Generic
10783,"PlanetOut, Inc.~UK 3189",412,Banner Generic
10784,"PlanetOut, Inc.~UK 3190",412,Banner Generic
7438,Pointroll~UK 3189,412,Banner Generic
7439,Pointroll~UK 3190,412,Banner Generic
9865,PotreroMedia~Education 1038,412,Banner Generic
9876,PotreroMedia~Product 3020,412,Banner Generic
9881,PotreroMedia~UK 3189,412,Banner Generic
9882,PotreroMedia~UK 3190,412,Banner Generic
10589,Powerone~UK 3189,412,Banner Generic
10590,Powerone~UK 3190,412,Banner Generic
8740,Premiere~UK 3189,412,Banner Generic
8741,Premiere~UK 3190,412,Banner Generic
11663,Proffiliates~UK 3189,412,Banner Generic
11664,Proffiliates~UK 3190,412,Banner Generic
5834,QInteractive~Education 1038,412,Banner Generic
5849,QInteractive~UK 3189,412,Banner Generic
5850,QInteractive~UK 3190,412,Banner Generic
8626,QuePasa~UK 3189,412,Banner Generic
8627,QuePasa~UK 3190,412,Banner Generic
9594,Quigo~UK 3189,412,Banner Generic
9595,Quigo~UK 3190,412,Banner Generic
5500,Quotes2Go~Product 3086,412,Banner Generic
5504,Quotes2Go~UK 3189,412,Banner Generic
5505,Quotes2Go~UK 3190,412,Banner Generic
6693,RANDOMBANNERPUBS~UK 3189,412,Banner Generic
6694,RANDOMBANNERPUBS~UK 3190,412,Banner Generic
6040,RECYCLE~UK 3189,412,Banner Generic
6041,RECYCLE~UK 3190,412,Banner Generic
9651,RacingJunk~UK 3189,412,Banner Generic
9652,RacingJunk~UK 3190,412,Banner Generic
7409,Razavi Global Media~UK 3189,412,Banner Generic
7410,Razavi Global Media~UK 3190,412,Banner Generic
6299,RealTechNetwork~UK 3189,412,Banner Generic
6300,RealTechNetwork~UK 3190,412,Banner Generic
8888,Realtytrac~BusDev-Edu 3107,412,Banner Generic
8894,Realtytrac~Education 1038,412,Banner Generic
8909,Realtytrac~UK 3189,412,Banner Generic
8910,Realtytrac~UK 3190,412,Banner Generic
5195,Red McCombs~UK 3189,412,Banner Generic
5196,Red McCombs~UK 3190,412,Banner Generic
10136,RevenueNet~UK 3189,412,Banner Generic
10137,RevenueNet~UK 3190,412,Banner Generic
6186,RightMedia~UK 3189,412,Banner Generic
6187,RightMedia~UK 3190,412,Banner Generic
9281,Rivals~UK 3189,412,Banner Generic
9282,Rivals~UK 3190,412,Banner Generic
9283,Rivals~travel 1040,412,Banner Generic
5534,Rydium~UK 3189,412,Banner Generic
5535,Rydium~UK 3190,412,Banner Generic
8132,SPECIFIC~UK 3189,412,Banner Generic
8133,SPECIFIC~UK 3190,412,Banner Generic
5331,Salary~UK 3189,412,Banner Generic
5332,Salary~UK 3190,412,Banner Generic
11011,Salem~UK 3189,412,Banner Generic
11012,Salem~UK 3190,412,Banner Generic
11691,San Francisco Examiner~UK 3189,412,Banner Generic
11692,San Francisco Examiner~UK 3190,412,Banner Generic
6864,SheKnows Network~UK 3189,412,Banner Generic
6865,SheKnows Network~UK 3190,412,Banner Generic
10754,Signonsandiego~UK 3189,412,Banner Generic
10755,Signonsandiego~UK 3190,412,Banner Generic
7467,Silverpop~UK 3189,412,Banner Generic
7468,Silverpop~UK 3190,412,Banner Generic
7843,SimpleMortgageCalculator~UK 3189,412,Banner Generic
7844,SimpleMortgageCalculator~UK 3190,412,Banner Generic
7000,Standard Internet~Spanish 3108,412,Banner Generic
7003,Standard Internet~UK 3189,412,Banner Generic
7004,Standard Internet~UK 3190,412,Banner Generic
9969,Star Tribune~UK 3189,412,Banner Generic
9970,Star Tribune~UK 3190,412,Banner Generic
5983,Swish Marketing~UK 3189,412,Banner Generic
5984,Swish Marketing~UK 3190,412,Banner Generic
7788,TEST~Auto 1036,412,Banner Generic
7804,TEST~Mortgage 1031,412,Banner Generic
7809,TEST~Product 3020,412,Banner Generic
7814,TEST~UK 3189,412,Banner Generic
7815,TEST~UK 3190,412,Banner Generic
6412,TOOLBAR~UK 3189,412,Banner Generic
6413,TOOLBAR~UK 3190,412,Banner Generic
6671,TV~UK 3189,412,Banner Generic
6672,TV~UK 3190,412,Banner Generic
10051,Tacoda~UK 3189,412,Banner Generic
10052,Tacoda~UK 3190,412,Banner Generic
10503,Test Publisher Company1~UK 3189,412,Banner Generic
10504,Test Publisher Company1~UK 3190,412,Banner Generic
6949,TheFifthNetwork~UK 3189,412,Banner Generic
6950,TheFifthNetwork~UK 3190,412,Banner Generic
11211,TheSEOLeader~UK 3189,412,Banner Generic
11212,TheSEOLeader~UK 3190,412,Banner Generic
9910,Tickle~UK 3189,412,Banner Generic
9911,Tickle~UK 3190,412,Banner Generic
9795,Topica~UK 3189,412,Banner Generic
9796,Topica~UK 3190,412,Banner Generic
8938,Traffic Marketplace~UK 3189,412,Banner Generic
8939,Traffic Marketplace~UK 3190,412,Banner Generic
5303,Traffix~UK 3189,412,Banner Generic
5304,Traffix~UK 3190,412,Banner Generic
9121,TravelAdNetwork~Email 3084,412,Banner Generic
9135,TravelAdNetwork~UK 3189,412,Banner Generic
9136,TravelAdNetwork~UK 3190,412,Banner Generic
8787,Tremor~Home 3085,412,Banner Generic
8791,Tremor~Mortgage 1003,412,Banner Generic
8799,Tremor~UK 3189,412,Banner Generic
8800,Tremor~UK 3190,412,Banner Generic
9107,Tribal Fusion~UK 3189,412,Banner Generic
9108,Tribal Fusion~UK 3190,412,Banner Generic
9511,Tribune~UK 3189,412,Banner Generic
9512,Tribune~UK 3190,412,Banner Generic
10623,True Credit~Autos 1041,412,Banner Generic
10630,True Credit~Education 1038,412,Banner Generic
10631,True Credit~Education 1039,412,Banner Generic
10633,True Credit~Email 3045,412,Banner Generic
10643,True Credit~Travel 1037,412,Banner Generic
10645,True Credit~UK 3189,412,Banner Generic
10646,True Credit~UK 3190,412,Banner Generic
10647,True Credit~travel 1040,412,Banner Generic
11534,Turn~Education 1038,412,Banner Generic
11541,Turn~Mortgage 1031,412,Banner Generic
11551,Turn~UK 3189,412,Banner Generic
11552,Turn~UK 3190,412,Banner Generic
10371,UPI~Education 1038,412,Banner Generic
10387,UPI~UK 3189,412,Banner Generic
10388,UPI~UK 3190,412,Banner Generic
9028,USA Today~AutoIns 1035,412,Banner Generic
9033,USA Today~Credit 3132,412,Banner Generic
9054,USA Today~UK 3189,412,Banner Generic
9055,USA Today~UK 3190,412,Banner Generic
9452,Underground~UK 3189,412,Banner Generic
9453,Underground~UK 3190,412,Banner Generic
10217,Undertone~UK 3189,412,Banner Generic
10218,Undertone~UK 3190,412,Banner Generic
11493,United Online~UK 3189,412,Banner Generic
11494,United Online~UK 3190,412,Banner Generic
10190,ValueClick~UK 3189,412,Banner Generic
10191,ValueClick~UK 3190,412,Banner Generic
11414,Vayan Marketing Group~UK 3189,412,Banner Generic
11415,Vayan Marketing Group~UK 3190,412,Banner Generic
6241,Vendare~UK 3189,412,Banner Generic
6242,Vendare~UK 3190,412,Banner Generic
6835,Verizon SuperPages~UK 3189,412,Banner Generic
6836,Verizon SuperPages~UK 3190,412,Banner Generic
5417,WHENU~UK 3189,412,Banner Generic
5418,WHENU~UK 3190,412,Banner Generic
6750,WRAL~UK 3189,412,Banner Generic
6751,WRAL~UK 3190,412,Banner Generic
8684,Washington Post~UK 3189,412,Banner Generic
8685,Washington Post~UK 3190,412,Banner Generic
8826,Washington Times~UK 3189,412,Banner Generic
8827,Washington Times~UK 3190,412,Banner Generic
11578,Weather Underground~UK 3189,412,Banner Generic
11579,Weather Underground~UK 3190,412,Banner Generic
9837,Weather.com~Dynamic 3209,412,Banner Generic
9851,Weather.com~Travel 1042,412,Banner Generic
9852,Weather.com~UK 3189,412,Banner Generic
9853,Weather.com~UK 3190,412,Banner Generic
10020,Weatherbug~Travel 1042,412,Banner Generic
10021,Weatherbug~UK 3189,412,Banner Generic
10022,Weatherbug~UK 3190,412,Banner Generic
5879,Webjuice~UK 3189,412,Banner Generic
5880,Webjuice~UK 3190,412,Banner Generic
